year SA3 cases city_cases pcnt_of_cases popn pcnt_of_popn city_popn
2015 21102 67.7363017 10741.9907961 0.6305749370460494 27426 0.6198045940930764 4424943
2016 21102 42.860129 7151.113773900001 0.5993490015000191 27426 0.6198045940930764 4424943
2010 21103 24.0223837 1305.4336834 1.8401841476492118 114524 2.588146333184405 4424943
2011 21103 27.846904000000002 1813.1387244000002 1.5358396809496768 114524 2.588146333184405 4424943
2012 21103 58.83069 3579.0621404 1.6437459784765014 114524 2.588146333184405 4424943
2013 21103 34.4850494 3233.1670311999997 1.0666027788610963 114524 2.588146333184405 4424943
2014 21103 81.36721940000002 5797.6838775000015 1.4034435322659589 114524 2.588146333184405 4424943
2015 21103 229.45331169999997 10741.9907961 2.1360408517879717 114524 2.588146333184405 4424943
2016 21103 171.2501712 7151.113773900001 2.3947342555928226 114524 2.588146333184405 4424943
2010 21104 6.0065574 1305.4336834 0.4601196886812305 63597 1.4372388525682704 4424943
2011 21104 22.015300599999996 1813.1387244000002 1.2142093874965496 63597 1.4372388525682704 4424943
2012 21104 36.03278699999999 3579.0621404 1.0067661746709133 63597 1.4372388525682704 4424943
2013 21104 53.024043799999994 3233.1670311999997 1.640003231763747 63597 1.4372388525682704 4424943
2014 21104 92.0371586 5797.6838775000015 1.5874814933801982 63597 1.4372388525682704 4424943
2015 21104 125.1486344 10741.9907961 1.1650413482521007 63597 1.4372388525682704 4424943
2016 21104 114.1158474 7151.113773900001 1.5957772594319202 63597 1.4372388525682704 4424943
2010 21105 22.567073300000008 1305.4336834 1.7287031571932554 154495 3.491457404084075 4424943
2011 21105 59.695496999999996 1813.1387244000002 3.2923844268868225 154495 3.491457404084075 4424943
2012 21105 91.53824390000001 3579.0621404 2.5576042077260386 154495 3.491457404084075 4424943
2013 21105 72.8458948 3233.1670311999997 2.2530817027712615 154495 3.491457404084075 4424943
2014 21105 167.5061534 5797.6838775000015 2.8891908724114455 154495 3.491457404084075 4424943
2015 21105 439.17554970000003 10741.9907961 4.088399981309308 154495 3.491457404084075 4424943
2016 21105 288.123807 7151.113773900001 4.029075974872457 154495 3.491457404084075 4424943
2010 21201 43.446367800000004 1305.4336834 3.328117571383941 97790 2.209971970260408 4424943
2011 21201 58.9616005 1813.1387244000002 3.251907849440006 97790 2.209971970260408 4424943
2012 21201 93.5352599 3579.0621404 2.6134013948566537 97790 2.209971970260408 4424943
2013 21201 94.96566829999998 3233.1670311999997 2.93723359738557 97790 2.209971970260408 4424943
2014 21201 155.31375210000002 5797.6838775000015 2.678893078367914 97790 2.209971970260408 4424943
2015 21201 214.07723090000005 10741.9907961 1.9929008967101625 97790 2.209971970260408 4424943
2016 21201 161.6102628 7151.113773900001 2.2599313604804054 97790 2.209971970260408 4424943
2010 21202 76.80466829999999 1305.4336834 5.883459977833753 137519 3.107814044158309 4424943
2011 21202 89.06303789999998 1813.1387244000002 4.912091761179086 137519 3.107814044158309 4424943
2012 21202 152.5793937 3579.0621404 4.263111052968406 137519 3.107814044158309 4424943
2013 21202 150.68639740000003 3233.1670311999997 4.660643757216351 137519 3.107814044158309 4424943
2014 21202 284.20309410000004 5797.6838775000015 4.902010873737915 137519 3.107814044158309 4424943
2015 21202 420.5380573000001 10741.9907961 3.914898693198295 137519 3.107814044158309 4424943
2016 21202 319.0062920000001 7151.113773900001 4.460931570747807 137519 3.107814044158309 4424943
2010 21203 43.17231259999998 1305.4336834 3.307124149543756 176002 3.9774975632454477 4424943
2011 21203 70.0098556 1813.1387244000002 3.861252018825393 176002 3.9774975632454477 4424943
2012 21203 132.47378569999998 3579.0621404 3.701354726553995 176002 3.9774975632454477 4424943
2013 21203 115.24978019999998 3233.1670311999997 3.5646095326298273 176002 3.9774975632454477 4424943
2014 21203 245.01822180000002 5797.6838775000015 4.22613973057209 176002 3.9774975632454477 4424943
2015 21203 425.6836756 10741.9907961 3.962800598884791 176002 3.9774975632454477 4424943
2016 21203 312.0443772 7151.113773900001 4.36357729811115 176002 3.9774975632454477 4424943
2010 21204 64.79861029999999 1305.4336834 4.9637611717840855 197453 4.462272169381617 4424943
2011 21204 80.3485323 1813.1387244000002 4.431460826395882 197453 4.462272169381617 4424943
2012 21204 115.65343850000001 3579.0621404 3.2313895082881814 197453 4.462272169381617 4424943
2013 21204 168.90311559999998 3233.1670311999997 5.224076392283114 197453 4.462272169381617 4424943
2014 21204 247.04958229999994 5797.6838775000015 4.261177179024278 197453 4.462272169381617 4424943
2015 21204 430.8964463 10741.9907961 4.011327643814791 197453 4.462272169381617 4424943
2016 21204 299.3738515999999 7151.113773900001 4.18639475004088 197453 4.462272169381617 4424943
2010 21205 56.18210400000001 1305.4336834 4.303711840319135 184848 4.177409742905163 4424943
2011 21205 93.9117389 1813.1387244000002 5.179512060285242 184848 4.177409742905163 4424943
2012 21205 193.84978079999996 3579.0621404 5.416217243390334 184848 4.177409742905163 4424943
2013 21205 135.9393388 3233.1670311999997 4.2045257015238615 184848 4.177409742905163 4424943
2014 21205 237.60688820000001 5797.6838775000015 4.098307069174969 184848 4.177409742905163 4424943
2015 21205 398.46177209999996 10741.9907961 3.70938478410041 184848 4.177409742905163 4424943
2016 21205 339.13645260000004 7151.113773900001 4.7424284289501 184848 4.177409742905163 4424943
2010 21301 25.643846499999995 1305.4336834 1.9643928930354115 196858 4.448825668488837 4424943
2011 21301 67.7735405 1813.1387244000002 3.7379125815333003 196858 4.448825668488837 4424943
2012 21301 103.7417641 3579.0621404 2.898573984759195 196858 4.448825668488837 4424943
2013 21301 83.5229429 3233.1670311999997 2.583316670435063 196858 4.448825668488837 4424943
2014 21301 202.41105999999996 5797.6838775000015 3.491240024064246 196858 4.448825668488837 4424943
2015 21301 290.6112858 10741.9907961 2.7053764178005966 196858 4.448825668488837 4424943
2016 21301 170.1738289 7151.113773900001 2.3796828617256405 196858 4.448825668488837 4424943
2010 21302 37.7118592 1305.4336834 2.8888376084934104 88342 1.9964550955797622 4424943
2011 21302 57.181355399999994 1813.1387244000002 3.1537220307796536 88342 1.9964550955797622 4424943
2012 21302 73.4886856 3579.0621404 2.053294486577057 88342 1.9964550955797622 4424943
2013 21302 71.0459458 3233.1670311999997 2.1974103136153498 88342 1.9964550955797622 4424943
2014 21302 165.5460858 5797.6838775000015 2.855383102939799 88342 1.9964550955797622 4424943
2015 21302 140.54219839999996 10741.9907961 1.308344059008367 88342 1.9964550955797622 4424943
2016 21302 153.5785974 7151.113773900001 2.147617871226273 88342 1.9964550955797622 4424943
2010 21303 15.452864800000002 1305.4336834 1.1837341870751366 87355 1.9741497235105627 4424943
2011 21303 60.78198020000001 1813.1387244000002 3.3523072108072616 87355 1.9741497235105627 4424943
2012 21303 79.5281516 3579.0621404 2.222038860468398 87355 1.9741497235105627 4424943
2013 21303 82.4004603 3233.1670311999997 2.5485989280738406 87355 1.9741497235105627 4424943
2014 21303 117.9101895 5797.6838775000015 2.033746440670781 87355 1.9741497235105627 4424943
2015 21303 193.57999489999997 10741.9907961 1.8020867693377782 87355 1.9741497235105627 4424943
2016 21303 132.2677479 7151.113773900001 1.8496104534478013 87355 1.9741497235105627 4424943
2010 21304 20.0165721 1305.4336834 1.5333273803589065 160293 3.622487340514895 4424943
2011 21304 42.1948783 1813.1387244000002 2.3271731904552992 160293 3.622487340514895 4424943
2012 21304 100.35131910000004 3579.0621404 2.8038440005622443 160293 3.622487340514895 4424943
2013 21304 57.75128620000001 3233.1670311999997 1.7862141251194636 160293 3.622487340514895 4424943
2014 21304 158.18001910000007 5797.6838775000015 2.728331217124041 160293 3.622487340514895 4424943
2015 21304 193.89311560000007 10741.9907961 1.805001691775747 160293 3.622487340514895 4424943
2016 21304 197.82309039999998 7151.113773900001 2.7663255914345948 160293 3.622487340514895 4424943
2010 21305 35.3376242 1305.4336834 2.7069643329535675 233138 5.268723235530944 4424943
2011 21305 50.06841489999999 1813.1387244000002 2.76142218056528 233138 5.268723235530944 4424943
2012 21305 84.63496980000001 3579.0621404 2.36472479325383 233138 5.268723235530944 4424943
2013 21305 118.06752899999998 3233.1670311999997 3.651760885245043 233138 5.268723235530944 4424943
2014 21305 269.09034700000007 5797.6838775000015 4.641342175352161 233138 5.268723235530944 4424943
2015 21305 345.11415990000006 10741.9907961 3.212757918441874 233138 5.268723235530944 4424943
2016 21305 228.03451030000002 7151.113773900001 3.1887971232156316 233138 5.268723235530944 4424943
