frac_self frac_cbd sim week ix cum_infs cum_inf_propn popn
0 0.2 0 104 20601 35807.871049319205 0.3906895688010126 91653
0 0.2 0 104 20602 19572.037452723656 0.3541104277600126 55271
0 0.2 0 104 20603 28814.309093546217 0.4094861098746034 70367
0 0.2 0 104 20604 133010.50880127287 0.8984707533809746 148041
0 0.2 0 104 20605 74575.36836143835 0.6868937575315085 108569
0 0.2 0 104 20606 41338.10212662359 0.6097245070153041 67798
0 0.2 0 104 20607 75713.18246329614 0.8034592871288084 94234
0 0.2 0 104 20701 81677.07405732844 0.4605131571051609 177361
0 0.2 0 104 20702 28937.559943792803 0.30271630709144814 95593
0 0.2 0 104 20703 45420.24588022556 0.4234751051710446 107256
0 0.2 0 104 20801 34367.471819352184 0.3345189349441018 102737
0 0.2 0 104 20802 54391.47005680576 0.34641159423239815 157014
0 0.2 0 104 20803 46687.393941875795 0.38105314916403416 122522
0 0.2 0 104 20804 21121.855758078855 0.48214608651567875 43808
0 0.2 0 104 20901 42763.83917989214 0.33489572004645624 127693
0 0.2 0 104 20902 36050.32997405363 0.36140319369283147 99751
0 0.2 0 104 20903 17992.989222448712 0.26355630910280814 68270
0 0.2 0 104 20904 63141.37027980664 0.28115187963276783 224581
0 0.2 0 104 21001 20394.10158453563 0.33176245419923917 61472
0 0.2 0 104 21002 9195.785887393748 0.2991569630564998 30739
0 0.2 0 104 21003 24603.255922107535 0.30913661681062904 79587
0 0.2 0 104 21004 11756.431746994953 0.2868961820243778 40978
0 0.2 0 104 21005 59856.51483547634 0.35356130585174095 169296
0 0.2 0 104 21101 47283.63073953606 0.29421344230384827 160712
0 0.2 0 104 21102 6601.2357358128465 0.24069261780109555 27426
0 0.2 0 104 21103 34986.071293302 0.3054911747171073 114524
0 0.2 0 104 21104 21670.656132651282 0.34074966008854635 63597
0 0.2 0 104 21105 38879.46887982031 0.2516551919467964 154495
0 0.2 0 104 21201 21558.818765254502 0.22046036164489724 97790
0 0.2 0 104 21202 35202.80739935543 0.25598504497091623 137519
0 0.2 0 104 21203 36343.994247919356 0.20649762075385142 176002
0 0.2 0 104 21204 71361.73307416061 0.3614112374801123 197453
0 0.2 0 104 21205 76350.56054897542 0.4130450994816034 184848
0 0.2 0 104 21301 61936.2676983735 0.3146240828331767 196858
0 0.2 0 104 21302 31477.388203234746 0.3563128319851797 88342
0 0.2 0 104 21303 38677.757378631875 0.44276523815044216 87355
0 0.2 0 104 21304 44212.0766786555 0.27582038316492613 160293
0 0.2 0 104 21305 74221.8703008237 0.3183602428639849 233138
0 0.25 0 104 20601 32226.43983233138 0.35161358419616795 91653
0 0.25 0 104 20602 17473.251006252773 0.31613777580019853 55271
0 0.25 0 104 20603 26055.70748624319 0.37028305151908125 70367
0 0.25 0 104 20604 135900.04378008234 0.9179892312270408 148041
0 0.25 0 104 20605 71134.54759551631 0.6552012784083515 108569
0 0.25 0 104 20606 39037.05994887899 0.5757848306569366 67798
0 0.25 0 104 20607 73191.7946392736 0.776702619429013 94234
0 0.25 0 104 20701 75113.97952918337 0.4235089987606259 177361
0 0.25 0 104 20702 25636.369069291817 0.26818249316677806 95593
0 0.25 0 104 20703 41355.26507535638 0.38557530651298183 107256
0 0.25 0 104 20801 30762.824705366467 0.2994327720817862 102737
0 0.25 0 104 20802 48809.08096505505 0.3108581461847673 157014
0 0.25 0 104 20803 42327.30333722377 0.3454669637879219 122522
0 0.25 0 104 20804 19446.94699157249 0.44391314352566863 43808
0 0.25 0 104 20901 38198.26285029443 0.29914140047061644 127693
0 0.25 0 104 20902 32329.05713813509 0.32409757434146114 99751
0 0.25 0 104 20903 15803.54594858973 0.2314859520812909 68270
0 0.25 0 104 20904 55913.499671496276 0.24896807686979877 224581
0 0.25 0 104 21001 18140.16113613887 0.29509632249054646 61472
0 0.25 0 104 21002 8149.817367436368 0.26512955422871165 30739
0 0.25 0 104 21003 21709.22907438183 0.2727735569173587 79587
0 0.25 0 104 21004 10345.605877239344 0.2524673209341438 40978
0 0.25 0 104 21005 54023.635051806006 0.31910756929759715 169296
0 0.25 0 104 21101 42153.45304388313 0.26229188264649267 160712
0 0.25 0 104 21102 5757.0958830537675 0.2099138001550998 27426
0 0.25 0 104 21103 31133.412650428567 0.2718505522897259 114524
0 0.25 0 104 21104 19381.9723556131 0.3047623685962089 63597
0 0.25 0 104 21105 34429.980608123544 0.22285498306174015 154495
0 0.25 0 104 21201 18924.980116244842 0.19352674216427898 97790
0 0.25 0 104 21202 31011.681647539895 0.22550834173852263 137519
0 0.25 0 104 21203 31594.21784561494 0.1795105615027951 176002
0 0.25 0 104 21204 64457.455918184714 0.3264445509472366 197453
0 0.25 0 104 21205 69526.20669893161 0.3761263670633797 184848
0 0.25 0 104 21301 54956.95983860013 0.2791705688293091 196858
0 0.25 0 104 21302 28191.306069560073 0.31911555171447414 88342
0 0.25 0 104 21303 35202.67443401562 0.4029840814379901 87355
