frac_self frac_cbd sim week ix cum_infs cum_inf_propn popn
0.1 0.2 0 104 20601 40118.52333464662 0.4377218785489468 91653
0.1 0.2 0 104 20602 23064.806796433422 0.4173039531840101 55271
0.1 0.2 0 104 20603 34891.5269216622 0.4958507101576335 70367
0.1 0.2 0 104 20604 63132.44345725326 0.426452425052879 148041
0.1 0.2 0 104 20605 77236.05560458191 0.7114006355827346 108569
0.1 0.2 0 104 20606 41411.49381785061 0.610807012269545 67798
0.1 0.2 0 104 20607 74726.32721412093 0.7929868965991143 94234
0.1 0.2 0 104 20701 93346.24623819989 0.5263064948788059 177361
0.1 0.2 0 104 20702 30386.125382692626 0.31786977480247114 95593
0.1 0.2 0 104 20703 59926.25628347161 0.5587217151811703 107256
0.1 0.2 0 104 20801 38322.834765499625 0.37301882248361956 102737
0.1 0.2 0 104 20802 57965.31536498932 0.3691729104728834 157014
0.1 0.2 0 104 20803 68836.64236386644 0.561830874160285 122522
0.1 0.2 0 104 20804 28605.482313174773 0.6529739388507755 43808
0.1 0.2 0 104 20901 50091.06597390055 0.3922773055210587 127693
0.1 0.2 0 104 20902 48637.123017829246 0.4875853176191642 99751
0.1 0.2 0 104 20903 13557.216758180664 0.19858234595255111 68270
0.1 0.2 0 104 20904 64370.37028239356 0.2866242927157398 224581
0.1 0.2 0 104 21001 40366.989808812345 0.6566727910074887 61472
0.1 0.2 0 104 21002 3518.0377874222213 0.11444867391334206 30739
0.1 0.2 0 104 21003 29494.831055258503 0.370598603481203 79587
0.1 0.2 0 104 21004 6088.9336209357425 0.1485903075048988 40978
0.1 0.2 0 104 21005 90464.30261972426 0.5343558183283967 169296
0.1 0.2 0 104 21101 65324.73190283541 0.4064707794242833 160712
0.1 0.2 0 104 21102 4436.612046943901 0.16176664650127257 27426
0.1 0.2 0 104 21103 41546.73177190052 0.3627775118918351 114524
0.1 0.2 0 104 21104 31432.58782739306 0.49424639255614355 63597
0.1 0.2 0 104 21105 23641.5682011155 0.1530248111661575 154495
0.1 0.2 0 104 21201 7770.992317735057 0.07946612452945145 97790
0.1 0.2 0 104 21202 30551.19651751811 0.22215982167931783 137519
0.1 0.2 0 104 21203 14636.036501210852 0.08315835332104665 176002
0.1 0.2 0 104 21204 103404.87949084086 0.5236936359074862 197453
0.1 0.2 0 104 21205 118788.25743665376 0.6426266848256609 184848
0.1 0.2 0 104 21301 71057.82070327704 0.360959781686683 196858
0.1 0.2 0 104 21302 48670.905922696635 0.5509373335751583 88342
0.1 0.2 0 104 21303 52319.36017450091 0.5989280541983962 87355
0.1 0.2 0 104 21304 22807.517135952192 0.14228642009290607 160293
0.1 0.2 0 104 21305 65874.26949626216 0.28255483660433806 233138
0.1 0.25 0 104 20601 39632.83167261645 0.4324226339848826 91653
0.1 0.25 0 104 20602 22748.549137507373 0.41158200751763807 55271
0.1 0.25 0 104 20603 34633.747353225706 0.4921873513610884 70367
0.1 0.25 0 104 20604 73435.02639416195 0.49604519284631926 148041
0.1 0.25 0 104 20605 77251.65951930621 0.7115443590647994 108569
0.1 0.25 0 104 20606 41308.12884549852 0.6092824101816944 67798
0.1 0.25 0 104 20607 74749.91942333346 0.7932372543172682 94234
0.1 0.25 0 104 20701 92776.3302620406 0.5230931843079403 177361
0.1 0.25 0 104 20702 29961.255692091407 0.31342520573777793 95593
