"long" "lat" "order" "hole" "piece" "id" "group" "SA4"
-11284.20128771 17640.15585951 10638 FALSE "1" "210" "210.1" "210"
-10707.9670203 17156.98492984 10639 FALSE "1" "210" "210.1" "210"
-10321.34160626 12651.63026007 10640 FALSE "1" "210" "210.1" "210"
-15111.96884149 12718.56260531 10641 FALSE "1" "210" "210.1" "210"
-14644.55285193 11697.05753822 10642 FALSE "1" "210" "210.1" "210"
-18251.33878036 12790.40614126 10643 FALSE "1" "210" "210.1" "210"
-18597.22826026 9756.99462121 10644 FALSE "1" "210" "210.1" "210"
16975.65561071 -12767.36047987 10645 FALSE "1" "211" "211.1" "211"
15787.76885245 -10847.88038269 10646 FALSE "1" "211" "211.1" "211"
11712.9057491 -10207.69160507 10647 FALSE "1" "211" "211.1" "211"
11394.36424118 -11367.27764362 10648 FALSE "1" "211" "211.1" "211"
10477.11070552 -10012.61030039 10649 FALSE "1" "211" "211.1" "211"
9362.50169607 -9023.74820693 10650 FALSE "1" "211" "211.1" "211"
9527.3284101 -5458.97817635 10651 FALSE "1" "211" "211.1" "211"
8514.18559014 -4298.16299854 10652 FALSE "1" "211" "211.1" "211"
7992.07453603 -3416.83942616 10653 FALSE "1" "211" "211.1" "211"
8421.81744354 -1688.51112413 10654 FALSE "1" "211" "211.1" "211"
6091.75687952 -1335.88775695 10655 FALSE "1" "211" "211.1" "211"
5665.96326033 352.65892734 10656 FALSE "1" "211" "211.1" "211"
5006.40041583 467.8445035 10657 FALSE "1" "211" "211.1" "211"
5917.3693399 2143.50330746 10658 FALSE "1" "211" "211.1" "211"
6127.30359657 5218.22936017 10659 FALSE "1" "211" "211.1" "211"
5967.52498397 5271.12032735 10660 FALSE "1" "211" "211.1" "211"
6729.45692138 8468.53811492 10661 FALSE "1" "211" "211.1" "211"
7388.99603178 8785.23944247 10662 FALSE "1" "211" "211.1" "211"
6850.02781025 12382.18815103 10663 FALSE "1" "211" "211.1" "211"
7210.40000271 13342.86249754 10664 FALSE "1" "211" "211.1" "211"
8281.33690567 13110.46208885 10665 FALSE "1" "211" "211.1" "211"
8587.2760128 12054.71537783 10666 FALSE "1" "211" "211.1" "211"
8959.12130887 13274.03195378 10667 FALSE "1" "211" "211.1" "211"
10168.96301933 13098.70555217 10668 FALSE "1" "211" "211.1" "211"
9032.9252555 12480.89214842 10669 FALSE "1" "211" "211.1" "211"
9291.2113706 12010.73585485 10670 FALSE "1" "211" "211.1" "211"
11449.97675291 12342.40611018 10671 FALSE "1" "211" "211.1" "211"
11360.087748 13129.47165368 10672 FALSE "1" "211" "211.1" "211"
12540.91933224 12641.63784152 10673 FALSE "1" "211" "211.1" "211"
11895.55219513 14332.01221186 10674 FALSE "1" "211" "211.1" "211"
12561.46551734 13816.91163178 10675 FALSE "1" "211" "211.1" "211"
14796.84182889 16266.40302718 10676 FALSE "1" "211" "211.1" "211"
15498.80257091 15518.03214773 10677 FALSE "1" "211" "211.1" "211"
15229.17828586 14853.23590055 10678 FALSE "1" "211" "211.1" "211"
16323.3452181 14668.12256018 10679 FALSE "1" "211" "211.1" "211"
16489.77200008 16279.95277308 10680 FALSE "1" "211" "211.1" "211"
17069.86745146 15273.30727947 10681 FALSE "1" "211" "211.1" "211"
18626.04374938 14838.96489432 10682 FALSE "1" "211" "211.1" "211"
18885.2724862 15889.81159614 10683 FALSE "1" "211" "211.1" "211"
19580.00428977 15796.96181282 10684 FALSE "1" "211" "211.1" "211"
19143.87131527 17514.26396848 10685 FALSE "1" "211" "211.1" "211"
20376.56348311 17493.68270571 10686 FALSE "1" "211" "211.1" "211"
