SA1_CODE_2021,Popn
11901157203,233
11901157204,167
11901157205,692
11901157206,174
11901157207,712
11901157208,999
11901157209,527
11901157210,422
11901157211,342
11901157212,703
11901157213,414
11901157214,646
11901157215,430
11901157216,589
11901157217,527
11901157218,14
11901157219,515
11901157220,6
11901157221,612
11901157222,387
11901157223,523
11901157224,635
11901157225,22
11901157226,432
11901157227,475
11901157228,20
11901157229,529
11901157230,437
11901157231,305
11901157232,326
11901157233,0
11901157234,636
11901157235,399
11901157236,505
11901157237,617
11901157238,3
11901157239,7
11901157240,327
11901157242,618
11901157243,426
11901157244,692
11901157245,413
11901157246,600
11901165501,0
11901165502,505
11901165503,449
11901165504,621
11901165505,587
11901165506,363
11901165507,434
11901165508,534
11901165509,563
11901165510,385
11901165511,463
11901165512,581
11901165513,208
11901165514,435
11901165515,635
11901165516,478
11901165517,392
11901165518,405
11901165519,297
11901165520,469
11901165521,751
11901165522,520
11901165523,303
11901165524,717
11901165525,242
11901165526,700
11901165527,615
11901165528,688
11901165529,590
11901165530,410
11901165531,292
11901165601,339
11901165602,607
11901165603,384
11901165604,617
11901165605,455
11901165606,368
11901165607,630
11901165608,457
11901165609,661
11901165610,473
11901165611,313
11901165612,472
11901165613,538
11901165614,404
11901165615,222
11901165616,749
11901165617,385
11901165618,544
11901165619,492
11901165620,779
11901165621,555
11901165622,851
11901165623,634
11901165624,442
11901165625,275
11901165626,476
11901165627,277
11901165701,421
11901165702,484
11901165703,669
11901165704,558
11901165705,383
11901165706,3
11901165707,561
11901165708,666
11901165709,16
11901165710,517
11901165711,341
11901165712,435
11901165713,547
11901165714,337
11901165715,475
11901165716,404
11901165717,564
11901165718,412
11901165719,415
11901165720,376
11901165721,452
11901165722,377
11901165723,0
11901165724,345
11901165725,348
11901165726,445
11901165727,374
11901165728,401
11901165801,682
11901165802,532
11901165803,558
11901165804,631
11901165805,430
11901165806,492
11901165807,394
11901165808,660
11901165809,0
11901165810,631
11901165811,444
11901165812,386
11901165813,605
11901165814,437
11901165815,619
11901165816,580
11901165817,340
11901165818,485
11901165819,561
11901165820,330
11901165821,430
11901165822,487
11901165823,581
11901165824,546
11901165825,557
11901165826,355
11901165827,525
11901165828,662
11901165829,300
11901165830,326
11901165831,372
11901165832,491
11901165833,561
11902136201,269
11902136202,276
11902136203,567
11902136204,750
11902136206,450
11902136207,549
11902136208,372
11902136209,486
11902136210,395
11902136212,602
11902136213,510
11902136214,431
11902136215,427
11902136216,485
11902136217,483
11902136218,422
11902136219,610
11902136220,440
11902136221,497
11902136222,379
11902136223,552
11902136224,480
11902136225,567
11902136226,504
11902136227,624
11902136228,600
11902136229,482
11902136230,572
11902136231,462
11902136233,408
11902136234,358
11902136235,732
11902136236,292
11902136237,243
11902136238,506
11902136239,504
11902136240,458
11902136241,251
11902136242,242
11902136243,441
11902136244,236
11902136245,252
11902136246,329
11902136247,335
11902136248,338
11902136249,188
11902136601,391
11902136602,573
11902136603,455
11902136604,497
11902136605,407
11902136606,735
11902136607,481
11902136608,347
11902136609,661
11902136610,457
11902136611,404
11902136612,824
11902136613,397
11902136614,320
11902136615,436
11902136616,439
11902136617,337
11902136618,545
11902136619,270
11902136620,410
11902136621,693
11902136622,354
11902136623,509
11902136624,596
11902136625,337
11902136626,541
11902136627,457
11902136628,409
11902136629,580
11902136630,394
11902136631,407
11902136632,528
11902136633,295
11902136634,461
11902136635,466
11902136636,556
11902136637,723
11902136638,529
11902136639,466
11902136640,394
11902136641,8
11902136642,571
11902136643,410
11902136644,7
11902136645,514
11902136646,343
11902136647,276
11902136648,278
11902136701,420
11902136702,565
11902136703,343
11902136704,487
11902136705,180
11902136706,475
11902136707,521
11902136708,512
11902136709,398
11902136710,380
11902136711,530
11902136712,524
11902136713,674
11902136714,425
11902136715,441
11902136716,481
11902136717,511
11902136718,595
11902136719,481
11902136720,794
11902136721,493
11902136722,555
11902136723,616
11902136724,843
11902136725,609
11902136726,591
11902136727,590
11902136728,536
11902157301,525
11902157302,591
11902157303,559
11902157304,468
11902157305,645
11902157306,542
11902157307,443
11902157308,844
11902157309,846
11902157310,594
11902157311,664
11902157312,531
11902157313,567
11902157314,541
11902157315,528
11902157316,642
11902157317,386
11902157318,658
11902157319,603
11902157320,516
11902157321,518
11902157322,566
11902157323,871
11902157324,432
11902157325,502
11902157326,338
11902157327,414
11902157328,382
11902157329,437
11902157330,439
11902157331,498
11902157401,366
11902157402,642
11902157403,559
11902157404,636
11902157405,419
11902157406,535
11902157407,577
11902157408,421
11902157409,393
11902157410,494
11902157411,450
11902157412,387
11902157413,709
11902157414,620
11902157415,360
11902157416,361
11902157417,662
11902157418,273
11902157419,490
11902157420,286
11902157421,491
11902165901,373
11902165902,320
11902165903,506
11902165904,415
11902165905,483
11902165906,464
11902165907,464
11902165908,307
11902165909,435
11902165910,476
11902165911,283
11902165912,371
11902165913,626
11902165914,236
11902165915,633
11902165916,203
11902165917,309
11902165918,526
11902165919,205
11902165920,524
11902165921,335
11902165922,452
11902165923,496
11902165924,590
11902165925,365
11902165926,421
11902165927,292
11902165928,506
11902165929,282
11902166001,442
11902166002,372
11902166003,523
11902166004,469
11902166005,355
11902166006,345
11902166007,473
11902166008,481
11902166009,325
11902166010,427
11902166011,390
11902166012,250
11902166013,593
11902166014,692
11902166015,502
11902166016,335
11902166017,538
11902166018,389
11902166019,558
11902166020,383
11902166021,236
11902166101,337
11902166102,487
11902166103,208
11902166104,642
11902166105,369
11902166106,520
11902166107,198
11902166108,415
11902166109,526
11902166110,580
11902166111,392
11902166112,237
11902166113,644
11902166114,423
11902166115,1012
11902166116,529
11902166117,255
11902166118,361
11902166119,404
11902166120,429
11902166121,359
11902166122,414
11902166123,405
11902166124,560
11902166125,571
11902166126,461
11902166127,521
11902166201,316
11902166202,254
11902166203,437
11902166204,519
11902166205,329
11902166206,265
11902166207,297
11902166208,347
11902166209,616
11902166210,457
11902166211,457
11902166212,260
11902166213,461
11902166214,489
11902166215,290
11902166216,317
11902166217,335
11902166218,488
11902166219,591
11902166220,326
11902166221,525
11902166222,451
11902166223,505
11902166224,210
11902166225,632
11902166226,436
11902166227,511
11902166228,392
11902166229,243
11902166230,294
11902166231,441
11902166232,345
11902166233,310
11902166234,508
11902166235,488
11902166236,681
11902166237,204
11902166238,216
11902166239,585
11902166240,306
11902166241,300
11902166242,500
11902166243,425
11902166244,612
11902166301,553
11902166302,0
11902166303,593
11902166304,630
11902166305,566
11902166306,439
11902166307,667
11902166308,261
11902166309,592
11902166310,496
11902166311,276
11902166312,327
11902166313,471
11902166314,407
11903137001,301
11903137002,466
11903137003,365
11903137004,407
11903137005,393
11903137006,425
11903137007,584
11903137008,391
11903137009,375
11903137010,511
11903137011,700
11903137012,372
11903137013,240
11903137014,480
11903137015,434
11903137016,471
11903137017,427
11903137018,585
11903137019,794
11903137020,437
11903137021,369
11903137022,369
11903137023,394
11903137024,620
11903137025,584
11903137026,640
11903137027,358
11903137028,451
11903137029,416
11903137030,388
11903137101,254
11903137102,344
11903137103,258
11903137104,448
11903137105,385
11903137106,284
11903137107,582
11903137108,697
11903137109,553
11903137110,546
11903137111,457
11903137112,453
11903137113,384
11903137114,473
11903137115,473
11903137116,343
11903137117,235
11903137118,448
11903137119,361
11903137120,533
11903137121,419
11903137122,401
11903137123,269
11903137124,222
11903137125,323
11903137126,502
11903137127,460
11903137128,445
11903137129,404
11903137130,383
11903137131,255
11903137201,602
11903137202,514
11903137203,451
11903137204,12
11903137205,307
11903137206,590
11903137207,460
11903137208,472
11903137209,9
11903137210,551
11903137211,427
11903137212,406
11903137213,633
11903137214,513
11903137215,342
11903137217,374
11903137219,688
11903137220,450
11903137221,556
11903137222,314
11903137223,554
11903137224,418
11903137225,282
11903137226,290
11903137227,360
11903137228,316
11903137229,390
11903137230,575
11903137231,535
11903137232,677
11903137233,321
11903137234,394
11903137235,399
11903137236,339
11903137237,450
11903137238,625
11903137239,347
11903137240,315
11903137241,511
11903137242,288
11903137243,265
11903137244,316
11903137245,334
11903137246,342
11903137247,405
11903137248,555
11903137249,394
11903137250,329
11903137251,217
11903137301,288
11903137302,683
11903137303,548
11903137304,662
11903137305,350
11903137306,374
11903137307,0
11903137308,276
11903137309,415
11903137311,0
11903137312,373
11903137313,473
11903137314,236
11903137315,0
11903137317,455
11903137318,613
11903137320,317
11903137321,431
11903137322,441
11903137323,575
11903137324,485
11903137325,618
11903137326,397
11903137327,422
11903137328,355
11903137329,187
11903137330,197
11903137331,158
11903137332,378
11903137333,422
11903137334,450
11903137401,457
11903137402,639
11903137403,393
11903137404,269
11903137405,302
11903137407,404
11903137408,460
11903137409,407
11903137410,356
11903137411,301
11903137412,230
11903137413,529
11903137414,453
11903137415,329
11903137416,600
11903137417,585
11903137418,572
11903137419,357
11903137421,565
11903137422,479
11903137423,335
11903137424,328
11903137425,455
11903137426,347
11903137427,591
11903137428,348
11903137429,673
11903137430,536
11903137431,279
11903137432,281
11903137433,496
11903137434,448
11903137435,296
11903137436,457
11903137437,567
11903137438,350
11903137439,491
11903137440,208
11903137441,439
11903137442,539
11903137443,383
11903137444,321
11903137445,452
11903137446,520
11903137447,482
11903137448,389
11903137449,400
11903137450,284
11903137451,192
11903137452,482
11903137453,0
11903137454,385
11903137455,287
11903137456,340
11903137457,427
11903137458,480
11903137459,587
11903137460,355
11903137461,831
11903137462,460
11903166401,401
11903166402,540
11903166403,554
11903166404,962
11903166405,178
11903166406,543
11903166407,351
11903166408,565
11903166409,515
11903166410,618
11903166411,523
11903166412,466
11903166413,685
11903166414,261
11903166415,407
11903166416,518
11903166417,663
11903166418,493
11903166419,391
11903166420,550
11903166421,605
11903166422,810
11903166423,427
11903166501,379
11903166502,383
11903166503,365
11903166504,445
11903166505,383
11903166506,435
11903166507,479
11903166508,425
11903166509,565
11903166510,267
11903166511,490
11903166512,598
11903166513,458
11903166514,521
11903166515,435
11903166516,529
11903166517,455
11903166518,433
11903166519,462
11903166520,421
11903166521,362
11903166522,418
11903166523,523
11903166524,363
11903166525,529
11903166526,700
11903166527,296
11903166601,576
11903166602,0
11903166603,613
11903166604,445
11903166605,454
11903166606,620
11903166607,439
11903166608,357
11903166609,568
11903166610,234
11903166611,536
11903166612,322
11903166613,541
11903166614,340
11903166615,542
11903166616,590
11903166617,373
11903166618,509
11903166619,572
11903166620,431
11903166621,454
11903166622,637
11903166623,0
11903166624,615
11903166625,556
11903166626,477
11903166627,521
11903166628,264
11903166629,619
11903166630,542
11903166631,452
11903166632,482
11903166701,889
11903166702,465
11903166703,446
11903166704,726
11903166705,465
11903166706,492
11903166707,509
11903166708,482
11903166709,743
11903166710,340
11903166711,635
11903166712,553
11903166713,643
11903166714,524
11903166715,519
11903166716,416
11903166717,350
11903166718,334
11904137701,347
11904137702,273
11904137703,208
11904137704,385
11904137705,391
11904137706,259
11904137707,443
11904137708,372
11904137709,302
11904137710,330
11904137711,261
11904137712,322
11904137713,334
11904137714,428
11904137715,427
11904137716,331
11904137717,269
11904137718,406
11904137719,740
11904137720,295
11904137721,459
11904137722,560
11904137723,384
11904137724,450
11904137725,407
11904137726,263
11904137727,654
11904137728,422
11904137729,629
11904137730,375
11904137731,212
11904137732,325
11904137733,365
11904137734,346
11904137801,286
11904137802,557
11904137803,374
11904137804,324
11904137805,517
11904137806,482
11904137807,342
11904137808,417
11904137809,0
11904137810,367
11904137811,554
11904137812,14
11904137813,524
11904137814,214
11904137815,1093
11904137816,396
11904137817,950
11904137818,259
11904137820,192
11904137821,385
11904137822,641
11904137823,587
11904137825,488
11904137826,662
11904137827,355
11904137828,516
11904137829,576
11904137830,391
11904137831,571
11904137901,304
11904137902,600
11904137903,558
11904137904,677
11904137905,352
11904137906,517
11904137907,614
11904137908,370
11904137909,281
11904137910,420
11904137911,328
11904137912,841
11904137913,407
11904137914,309
11904137915,530
11904137916,337
11904137917,582
11904137918,551
11904137919,630
11904137920,467
11904137921,514
11904137922,343
11904137923,490
11904137924,480
11904137925,697
11904137926,4
11904137927,278
11904137928,209
11904137929,336
11904137930,425
11904137931,305
11904137932,346
11904137933,536
11904137934,499
11904137935,458
11904137936,312
11904137937,316
11904138001,485
11904138002,462
11904138003,252
11904138004,329
11904138005,391
11904138006,381
11904138007,423
11904138008,471
11904138009,537
11904138010,631
11904138011,560
11904138012,198
11904138013,312
11904138014,505
11904138015,241
11904138016,295
11904138017,577
11904138018,682
11904138019,455
11904138020,540
11904138021,324
11904138022,432
11904138023,575
11904138024,417
11904138025,327
11904138026,589
11904138027,533
11904138028,479
11904138029,296
11904138030,475
11904138031,403
11904138032,299
11904138101,369
11904138102,266
11904138103,332
11904138104,491
11904138106,245
11904138107,245
11904138108,368
11904138109,426
11904138110,277
11904138111,573
11904138112,316
11904138113,333
11904138114,396
11904138115,0
11904138116,356
11904138117,510
11904138118,635
11904138120,207
11904138121,404
11904138124,388
11904138125,268
11904138126,403
11904138127,282
11904138128,8
11904138129,760
11904138130,790
11904138131,433
11904138132,425
11904138133,562
11904138135,293
11904138136,375
11904138138,410
11904138139,278
11904138140,436
11904138141,265
11904138142,256
11904138143,245
11904138144,434
11904138145,606
11904138146,307
11904138147,436
11904138148,267
11904138149,712
11904138150,244
11904138151,103
11904138152,412
11904138153,604
11904138154,546
11904138155,492
11904138156,411
11904138157,292
11904138158,282
11904138201,291
11904138202,432
11904138203,427
11904138204,225
11904138205,478
11904138206,528
11904138207,689
11904138208,599
11904138209,414
11904138210,404
11904138211,476
11904138212,449
11904138213,280
11904138214,495
11904138215,354
11904138216,248
11904138217,478
11904138218,313
11904138219,417
11904138220,421
11904138221,308
11904138222,694
11904138223,396
11904138224,590
11904138225,439
11904138226,314
11904138227,526
11904138228,454
11904138229,784
11904138230,492
11904138231,311
11904138232,273
11904138233,346
11904138234,413
11904138235,419
11904138236,505
11904138237,344
11904138238,349
11904138239,254
11904166801,587
11904166802,4
11904166803,428
11904166804,944
11904166805,370
11904166806,508
11904166807,431
11904166808,475
11904166809,580
11904166810,1149
11904166811,502
11904166812,717
11904166813,478
11904166814,333
11904166815,315
11904166816,587
11904166817,529
11904166818,0
11904166819,611
11904166820,300
11904166821,275
11904166822,421
11904166823,455
11904166824,433
11904166825,371
11904166826,533
11904166827,388
11904166828,665
11904166829,410
11904166830,448
11904166831,546
11904166832,781
11904166833,400
11904166834,590
11904166901,626
11904166902,500
11904166903,461
11904166904,487
11904166905,498
11904166906,535
11904166907,627
11904166908,595
11904166909,283
11904166910,600
11904166911,487
11904166912,476
11904166913,535
11904166914,502
11904166915,469
11904166916,412
11904166917,275
11904166918,303
11904166919,469
11904166920,398
11904166921,214
11904166922,387
11904167001,501
11904167002,457
11904167003,401
11904167004,527
11904167005,656
11904167006,196
11904167007,325
11904167008,595
11904167009,426
11904167010,555
11904167011,338
11904167012,492
11904167013,524
11904167014,406
11904167015,647
11904167016,401
11904167017,394
11904167018,420
11904167019,322
11904167020,525
11904167021,290
11904167022,323
11904167023,661
11904167024,382
11904167025,440
11904167026,448
11904167027,531
11904167028,562
11904167029,269
11904167030,558
11904167031,564
11904167032,581
11904167033,436
11904167034,279
11904167035,423
11904167101,571
11904167102,373
11904167103,303
11904167104,618
11904167105,577
11904167106,903
11904167107,676
11904167108,380
11904167109,938
11904167110,299
11904167111,443
11904167112,763
11904167113,472
11904167114,385
11904167115,1238
11904167116,310
11904167117,391
11904167118,290
11904167119,570
11904167120,262
12001138301,541
12001138302,390
12001138303,0
12001138304,281
12001138305,0
12001138306,522
12001138307,552
12001138308,379
12001138309,381
12001138310,425
12001138311,379
12001138312,505
12001138313,361
12001138314,453
12001138315,532
12001138316,329
12001138317,318
12001138318,224
12001138319,419
12001138321,366
12001138322,457
12001138323,480
12001138324,450
12001138325,537
12001138326,527
12001138327,346
12001138328,439
12001138329,592
12001138330,483
12001138331,460
12001138332,0
12001138333,329
12001138334,543
12001138335,569
12001138336,0
12001138337,504
12001138338,508
12001138339,317
12001138340,566
12001138341,467
12001138342,219
12001138343,233
12001138346,0
12001138347,521
12001138348,525
12001138349,508
12001138351,514
12001138352,465
12001138353,535
12001138354,372
12001138355,440
12001138356,435
12001138357,465
12001138358,467
12001138359,304
12001138360,583
12001138361,550
12001138501,351
12001138502,286
12001138503,487
12001138504,439
12001138505,496
12001138506,409
12001138507,593
12001138508,412
12001138509,377
12001138510,243
12001138511,372
12001138512,450
12001138513,399
12001138514,408
12001138515,274
12001138516,387
12001138517,387
12001138518,356
12001138519,529
12001138520,455
12001138521,441
12001138522,384
12001138523,461
12001138524,495
12001138525,331
12001138526,400
12001138527,500
12001138528,550
12001138529,351
12001138530,269
12001138531,495
12001138532,418
12001138533,383
12001138534,386
12001138535,422
12001138536,626
12001138537,614
12001138538,461
12001138539,288
12001138540,521
12001138541,347
12001138542,462
12001138543,630
12001138601,354
12001138602,357
12001138603,591
12001138605,383
12001138606,409
12001138607,506
12001138608,275
12001138609,520
12001138610,304
12001138611,458
12001138612,5
12001138613,483
12001138614,307
12001138615,487
12001138617,436
12001138618,403
12001138619,8
12001138620,408
12001138621,266
12001138622,357
12001138623,543
12001138624,422
12001138625,295
12001138626,386
12001138627,309
12001138628,452
12001138629,609
12001138630,247
12001138631,0
12001138633,441
12001138634,620
12001138635,507
12001138636,510
12001138637,467
12001138638,560
12001138639,481
12001138640,853
12001138641,255
12001138642,319
12001138643,380
12001138644,488
12001138645,399
12001138646,443
12001138647,243
12001138648,331
12001138649,400
12001138650,406
12001138651,274
12001138652,366
12001138653,502
12001138654,414
12001138655,375
12001138656,392
12001167201,439
12001167202,431
12001167203,503
12001167204,283
12001167205,0
12001167206,320
12001167207,380
12001167208,398
12001167209,464
12001167210,537
12001167211,220
12001167212,254
12001167213,650
12001167214,337
12001167215,289
12001167216,0
12001167217,255
12001167218,661
12001167219,319
12001167220,477
12001167221,374
12001167222,312
12001167223,444
12001167224,186
12001167225,346
12001167226,337
12001167227,435
12001167228,469
12001167229,394
12001167230,469
12001167231,368
12001167232,466
12001167233,70
12001167234,477
12001167235,0
12001167236,105
12001167237,353
12001167301,565
12001167302,447
12001167303,345
12001167304,0
12001167305,396
12001167306,1180
12001167307,268
12001167308,440
12001167309,490
12001167310,608
12001167311,447
12001167312,378
12001167313,318
12001167314,1347
12001167315,314
12001167316,708
12001167317,584
12001167318,440
12001167319,414
12001167320,526
12001167321,372
12001167322,342
12001167323,511
12002138701,491
12002138702,243
12002138703,187
12002138704,419
12002138705,391
12002138706,480
12002138707,298
12002138708,586
12002138709,477
12002138710,500
12002138711,304
12002138712,392
12002138713,361
12002138714,563
12002138715,530
12002138716,512
12002138717,370
12002138718,405
12002138719,295
12002138720,409
12002138721,487
12002138722,322
12002138723,459
12002138724,0
12002138725,271
12002138726,432
12002138727,372
12002138728,356
12002138729,412
12002138730,7
12002138731,567
12002138732,405
12002138733,284
12002138734,366
12002138735,228
12002138736,646
12002138737,412
12002138738,0
12002138739,349
12002138740,288
12002138741,232
12002138742,436
12002138901,0
12002138902,450
12002138903,598
12002138904,597
12002138905,5
12002138906,570
12002138907,573
12002138908,444
12002138909,3
12002138910,37
12002138911,629
12002138912,658
12002138913,641
12002138914,510
12002138915,576
12002138916,685
12002138917,614
12002138918,471
12002138919,609
12002138920,404
12002138921,481
12002138922,434
12002138924,502
12002138925,347
12002138926,469
12002138927,412
12002138928,432
12002138929,379
12002138930,544
12002138931,423
12002138932,343
12002167401,514
12002167402,499
12002167403,349
12002167404,583
12002167405,361
12002167406,507
12002167407,436
12002167408,581
12002167409,277
12002167410,524
12002167411,290
12002167412,341
12002167413,741
12002167414,498
12002167415,507
12002167416,651
12002167417,371
12002167418,354
12002167419,327
12002167420,352
12002167421,397
12002167501,448
12002167502,319
12002167503,386
12002167504,467
12002167505,566
12002167506,383
12002167507,500
12002167508,457
12002167509,223
12002167510,726
12002167511,488
12002167512,432
12002167513,399
12002167514,450
12002167515,399
12002167516,673
12002167517,599
12002167518,419
12002167519,478
12002167520,536
12002167521,496
12002167522,608
12002167523,415
12002167524,354
12002167525,702
12002167526,458
12002167527,719
12002167528,780
12002167529,437
12002167530,526
12002167531,484
12002167532,335
12002167533,379
12002167534,508
12002167535,536
12002167536,525
12003139201,534
12003139202,436
12003139203,245
12003139204,372
12003139205,476
12003139206,323
12003139207,572
12003139208,298
12003139209,5
12003139211,391
12003139212,723
12003139213,413
12003139216,528
12003139217,296
12003139218,297
12003139219,489
12003139220,394
12003139221,459
12003139222,413
12003139223,280
12003139224,283
12003139225,364
12003139226,259
12003139227,269
12003139228,167
12003139229,270
12003139230,293
12003139231,369
12003139232,765
12003139233,669
12003139234,379
12003139301,484
12003139302,393
12003139303,476
12003139304,400
12003139305,396
12003139306,434
12003139307,242
12003139308,299
12003139309,343
12003139310,215
12003139311,392
12003139312,421
12003139313,543
12003139314,506
12003139315,393
12003139316,525
12003139317,562
12003139318,304
12003139319,608
12003139320,622
12003139321,769
12003139322,366
12003139323,321
12003139324,307
12003139325,358
12003139326,548
12003139327,364
12003139328,380
12003139329,419
12003139330,572
12003139331,480
12003139332,523
12003139333,404
12003139334,729
12003139335,428
12003139336,434
12003139337,324
12003139338,551
12003139339,241
12003139340,372
12003139401,746
12003139402,199
12003139403,372
12003139404,448
12003139405,378
12003139406,551
12003139407,513
12003139408,357
12003139409,347
12003139410,407
12003139412,281
12003139413,250
12003139414,419
12003139415,335
12003139417,512
12003139418,545
12003139419,372
12003139420,463
12003139421,348
12003139422,301
12003139423,431
12003139424,588
12003139425,399
12003139426,273
12003139427,326
12003139428,525
12003139429,351
12003139430,625
12003139431,382
12003139433,409
12003139434,547
12003139435,302
12003139436,384
12003139437,329
12003139438,236
12003139439,279
12003139440,477
12003139441,432
12003139442,421
12003139443,231
12003139444,207
12003139445,187
12003139446,506
12003139447,583
12003139448,426
12003139501,452
12003139502,390
12003139503,484
12003139504,263
12003139505,244
12003139506,597
12003139507,377
12003139508,352
12003139509,514
12003139510,282
12003139511,468
12003139512,374
12003139513,340
12003139514,398
12003139515,391
12003139516,483
12003139517,879
12003139518,385
12003139519,380
12003139520,398
12003139521,468
12003139522,396
12003139523,437
12003139524,405
12003139525,429
12003139526,331
12003139527,363
12003139528,302
12003139529,455
12003139530,468
12003139531,481
12003139532,530
12003139602,671
12003139605,179
12003139606,432
12003139607,464
12003139609,276
12003139610,489
12003139611,371
12003139613,359
12003139614,563
12003139615,505
12003139616,546
12003139617,541
12003139618,619
12003139619,312
12003139620,478
12003139621,9
12003139622,11
12003139623,33
12003139624,666
12003139627,2951
12003139628,239
12003139629,518
12003139630,311
12003139631,677
12003139632,1147
12003139633,439
12003139634,0
12003139635,405
12003139636,401
12003139637,0
12003139638,527
12003139639,563
12003139640,619
12003139641,588
12003139642,338
12003139643,475
12003139644,537
12003139645,223
12003139646,902
12003139647,442
12003139648,503
12003139649,465
12003157601,507
12003157602,376
12003157603,599
12003157604,11
12003157605,359
12003157606,808
12003157607,331
12003157608,635
12003167601,378
12003167602,437
12003167603,430
12003167604,319
12003167605,434
12003167606,375
12003167607,363
12003167608,298
12003167609,565
12003167610,283
12003167611,502
12003167612,482
12003167613,389
12003167614,543
12003167615,418
12003167616,234
12003167617,348
12003167618,491
12003167619,288
12003167620,341
12003167621,324
12003167622,457
12003167623,362
12003167624,375
12003167625,371
12003167626,587
12003167627,531
12003167628,528
12003167701,317
12003167702,300
12003167703,216
12003167704,321
12003167705,256
12003167706,308
12003167707,619
12003167708,316
12003167709,219
12003167710,464
12003167711,519
12003167712,619
12003167713,640
12003167714,554
12003167715,575
12003167716,476
12003167717,412
12003167718,447
12003167719,529
12003167720,453
12003167721,334
12003167722,440
12003167723,216
12003167724,443
12003167725,393
12003167726,438
12003167727,349
12003167728,487
12003167729,584
12003167801,155
12003167802,327
12003167803,498
12003167804,537
12003167805,574
12003167806,328
12003167807,353
12003167808,388
12003167809,339
12003167810,403
12003167811,556
12003167812,1629
12003167813,373
12003167814,629
12003167815,222
12003167816,399
12003167817,668
12003167818,549
12003167819,530
12003167820,695
12003167821,503
12003167822,563
12003167823,581
12003167824,783
12003167825,244
12003167826,369
12003167827,900
12003167828,456
12003167829,480
12003167830,651
12003167831,273
12003167901,287
12003167902,240
12003167903,465
12003167904,298
12003167905,547
12003167906,471
12003167907,405
12003167908,357
12003167909,416
12003167910,348
12003167911,493
12003167912,545
12003167913,262
12003167914,338
12003167915,560
12003167916,459
12003167917,418
12003167918,317
12003167919,280
12003167920,318
12003167921,494
12003167922,490
12003167923,657
12003167924,348
12003167925,414
12003167926,442
12003167927,329
12003168001,488
12003168002,406
12003168003,296
12003168004,670
12003168005,460
12003168006,380
12003168007,319
12003168008,541
12003168009,319
12003168010,215
12003168011,600
12003168012,367
12003168013,239
12003168014,268
12003168015,343
12003168016,772
12003168017,416
12003168018,713
12003168019,360
12003168020,466
12003168021,580
12003168022,380
12003168023,368
12003168024,540
12003168025,264
12003168026,491
12003168027,344
12003168028,576
12003168029,252
12003168030,509
12003168031,377
12003168032,465
12003168033,584
12003168034,591
12003168035,732
12003168036,717
12003168101,441
12003168102,372
12003168103,534
12003168104,514
12003168105,262
12003168106,607
12003168107,400
12003168108,452
12003168109,470
12003168110,324
12003168111,410
12003168112,504
12003168113,431
12003168114,515
12003168115,359
12003168116,515
12003168117,472
12003168118,27
12003168119,690
12003168120,585
12003168121,384
12101139901,279
12101139902,624
12101139903,538
12101139904,371
12101139905,468
12101139906,479
12101139907,703
12101139908,424
12101139909,460
12101139910,459
12101139911,485
12101139912,439
12101139913,306
12101139914,303
12101139915,336
12101139916,395
12101139917,522
12101139919,583
12101139920,486
12101139921,443
12101139922,525
12101139923,570
12101139924,307
12101139925,498
12101139926,381
12101139927,549
12101139928,524
12101139929,580
12101139930,409
12101139931,549
12101139933,358
12101139934,631
12101139935,199
12101139936,522
12101139937,449
12101139939,277
12101139940,308
12101139941,490
12101139942,358
12101139943,432
12101139944,302
12101139945,378
12101139946,617
12101139947,530
12101139948,349
12101139949,243
12101139950,321
12101139951,543
12101140102,690
12101140103,617
12101140104,294
12101140105,4
12101140106,27
12101140107,8
12101140108,39
12101140109,432
12101140111,746
12101140112,247
12101140114,392
12101140115,422
12101140116,383
12101140118,565
12101140120,595
12101140122,437
12101140124,390
12101140125,397
12101140126,337
12101140127,579
12101140128,378
12101140129,433
12101140130,320
12101140131,984
12101140132,680
12101140133,378
12101140134,378
12101140135,341
12101140136,413
12101168201,617
12101168202,372
12101168203,496
12101168204,537
12101168205,328
12101168206,454
12101168207,595
12101168208,648
12101168209,546
12101168210,311
12101168211,285
12101168212,267
12101168213,510
12101168214,395
12101168215,570
12101168216,325
12101168217,265
12101168218,378
12101168219,262
12101168220,416
12101168221,479
12101168222,365
12101168301,426
12101168302,361
12101168303,307
12101168304,478
12101168305,515
12101168306,467
12101168307,0
12101168308,536
12101168309,415
12101168310,327
12101168311,341
12101168312,271
12101168313,282
12101168314,378
12101168315,367
12101168316,506
12101168317,235
12101168318,363
12101168319,497
12101168320,300
12101168321,548
12101168322,465
12101168323,355
12101168324,472
12101168325,456
12101168326,456
12101168327,252
12101168328,367
12101168329,481
12101168330,388
12101168331,399
12101168332,407
12101168333,487
12101168334,503
12101168401,491
12101168402,382
12101168403,575
12101168404,125
12101168405,135
12101168406,641
12101168407,290
12101168408,427
12101168409,552
12101168410,0
12101168411,604
12101168412,510
12101168413,493
12101168414,283
12101168415,303
12101168416,312
12101168417,494
12101168418,409
12101168419,288
12101168420,242
12101168421,257
12101168422,518
12101168423,521
12101168424,513
12101168425,273
12101168426,416
12101168427,391
12101168428,489
12101168429,991
12101168430,315
12101168431,217
12101168432,421
12101168433,731
12101168434,611
12101168435,604
12101168436,454
12101168437,422
12101168438,361
12101168439,659
12101168440,591
12101168441,456
12101168442,314
12101168443,625
12101168444,484
