SA4_Code,SA4_Name,SA4_pop
206,Melbourne - Inner,627671
207,Melbourne - Inner East,377713
208,Melbourne - Inner South,427156
209,Melbourne - North East,546251
210,Melbourne - North West,428954
211,Melbourne - Outer East,522777
212,Melbourne - South East,870480
213,Melbourne - West,863956
214,Mornington Peninsula,311199
