Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40
0.35,0.007774310972438898,0.024674986999479977,0.21254290171606866,0.049011960478419145,0.007503900156006241,0.06773790951638066,0.011898075923036922,0.004461778471138845,0.008247529901196048,0.0013520540821632867,0.005949037961518461,0.0036505460218408735,0.003920956838273531,0.017982319292771713,0.022849713988559544,0.0016900676027041082,0.012100884035361416,0.031638065522620905,0.000608424336973479,0.02088923556942278,0.0019604784191367655,0.04657826313052522,0.0032449297971918877,0.0,0.0031773270930837236,0.0031773270930837236,0.0018252730109204367,0.0004732189287571503,0.0004732189287571503,0.0,0.0008788351534061362,0.007977119084763392,0.017103484139365573,0.009193967758710349,0.025824232969318774,0.0047321892875715026,0.005813832553302133,0.0004732189287571503,0.000608424336973479
0.010042764519244034,0.35,0.006276727824527522,0.15673886053248726,0.04268174920678715,0.011208442543799145,0.09065388329424749,0.022865222789350253,0.010849772382397573,0.015153814319216445,0.0024210235894606153,0.006007725203476342,0.0029590288315629746,0.005559387501724376,0.055324872396192576,0.06016691957511381,0.006366395364877914,0.031114636501586426,0.009684094357842461,0.0004483377017519658,0.007532073389433026,0.0008966754035039316,0.026810594564767552,0.006904400606980274,0.0007173403228031452,0.005738722582425162,0.004483377017519658,0.0014346806456062905,0.0,0.0017933508070078633,0.0006276727824527521,0.002331356049110222,0.011208442543799145,0.008070078631535384,0.004483377017519658,0.012015450406952684,0.002241688508759829,0.004214374396468479,0.00170368326665747,0.0002690026210511795
0.006359189378057303,0.0036987121892782275,0.35,0.22620545073375264,0.055805131276829394,0.008889887191773985,0.04010182689427973,0.008954776879305182,0.0025955875012478786,0.004736947189777379,0.003049815313966257,0.004217829689527803,0.0016871318758111212,0.004347609064590197,0.00940900469202356,0.012977937506239393,0.00045422781271837873,0.011096136567834682,0.04237296595787162,0.0009084556254367575,0.009863232504741939,0.002076470000998303,0.048926824398522514,0.002530697813716682,0.0,0.002271139063591894,0.002271139063591894,0.00045422781271837873,0.0,0.00019466906259359092,0.0,0.00045422781271837873,0.00876010781671159,0.02887591095138265,0.01602775282020565,0.05820604971548368,0.00791654187880603,0.012653489068583408,0.0006488968753119697,0.0
0.007537561762629828,0.00622668145608551,0.021432893011999597,0.35,0.12695875768881718,0.026283150146213574,0.10611576081476252,0.02870827871332056,0.005964505394776646,0.01802460421498437,0.00924170616113744,0.013174347080770395,0.007078753655339317,0.01245336291217102,0.01468185943329636,0.0140264192800242,0.0006554401532721589,0.008651810023192498,0.01546838761722295,0.0004588081072905113,0.004063728950287385,0.0007865281839265907,0.03408288797015227,0.008520721992538068,0.00019663204598164769,0.005833417364122215,0.007078753655339317,0.0019663204598164767,0.0,0.0038670969043057375,0.0002621760613088636,0.0036049208429968743,0.021432893011999597,0.02241605324190784,0.01900776444489261,0.046732882928304936,0.0051779772108500564,0.01625491580114954,0.0038015528889785216,0.0017696884138348292
0.0009871896460644481,0.0021031431590068676,0.005451003697834126,0.21336172741679874,0.35,0.04601162176439514,0.0430500528262018,0.0246797411516112,0.0030474115161119916,0.009786053882725833,0.03334984152139461,0.05030375066032752,0.02515187533016376,0.020773903856312732,0.007554146856840993,0.005923137876386687,0.00038629160063391444,0.003390781827786582,0.009614368726888537,0.0,0.0009013470681458004,0.00025752773375594296,0.01884244585314316,0.009399762282091918,0.0,0.0033049392498679343,0.004335050184891706,0.0006008980454305336,0.00042921288959323826,0.004335050184891706,0.0012876386687797148,0.009270998415213947,0.0302595087163233,0.009614368726888537,0.013176835710512414,0.01703975171685156,0.003433703116745906,0.011502905441098785,0.005966059165346012,0.0011159535129424195
0.0012669193286410395,0.0016188413643746617,0.0021115322144017326,0.18644829453167297,0.11289658906334596,0.35,0.04166756903086086,0.039415268002165674,0.0036599891716296695,0.011965349214943152,0.017948023822414727,0.03913373037357878,0.01703302652950731,0.04166756903086086,0.007390362750406064,0.005349214943151056,0.00021115322144017325,0.0026042230644288036,0.003871142393069843,0.0003519220357336221,0.0010557661072008663,0.00021115322144017325,0.009501894964807796,0.012035733622089876,0.0,0.0036599891716296695,0.004223064428803465,0.0005630752571737954,0.0005630752571737954,0.00478613968597726,0.0006334596643205198,0.007319978343259339,0.03674066053059015,0.004926908500270709,0.006264212236058473,0.008798050893340553,0.0007038440714672443,0.005630752571737954,0.003941526800216568,0.0018299945858148347
0.008964621227263641,0.009809114531281232,0.005651609034579253,0.27433040175894463,0.07009294423345994,0.022086747951229262,0.35,0.029167499500299822,0.006496102338596842,0.015850489706176293,0.004157505496701979,0.010133919648211073,0.0040275834499300415,0.009094543274035579,0.02507495502698381,0.022021786927843293,0.0022736358185088948,0.012147711373176096,0.006561063361982811,0.0005196881870877473,0.0027283629822106737,0.00019488307015790525,0.017864281431141316,0.007925244853088147,0.0005846492104737157,0.008834699180491705,0.005586648011193284,0.0034429342394563262,0.00025984409354387367,0.0018189086548071158,0.00019488307015790525,0.0037027783330001998,0.01565560663601839,0.009094543274035579,0.005391764941035379,0.020202878273036178,0.0009094543274035579,0.004807115730561663,0.001688986608035179,0.0006496102338596842
0.001051063829787234,0.005200000000000001,0.0021851063829787234,0.14322127659574468,0.0514468085106383,0.02481063829787234,0.03800425531914894,0.35,0.023980851063829786,0.06051914893617022,0.0069425531914893614,0.01554468085106383,0.011810638297872341,0.03830851063829788,0.024091489361702127,0.013082978723404257,0.0019638297872340425,0.008242553191489362,0.004895744680851064,0.0003872340425531915,0.0028212765957446807,0.00013829787234042554,0.011368085106382979,0.023565957446808512,0.0019638297872340425,0.016070212765957447,0.01756382978723404,0.004591489361702128,0.000525531914893617,0.005006382978723405,0.0008574468085106383,0.010814893617021277,0.05255319148936171,0.0046191489361702125,0.005200000000000001,0.00768936170212766,0.0012446808510638298,0.003512765957446808,0.003097872340425532,0.0011063829787234043
0.0034427452443118243,0.009891831406191721,0.0024729578515479303,0.0943118239462887,0.03379709063782171,0.008776575904513242,0.03428198433420366,0.060466243938828795,0.35,0.07011562849682954,0.0016971279373368146,0.004412532637075718,0.008291682208131295,0.010134278254382692,0.05173815740395375,0.023662812383439015,0.011588959343528535,0.02152928011935845,0.007612831033196568,0.0001454681089145841,0.006400596792241702,0.0001939574785527788,0.020511003356956357,0.02492353599403208,0.007273405445729206,0.025650876538604997,0.02851174934725849,0.0082431928384931,0.0003879149571055576,0.0033457665050354345,0.0005818724356583364,0.007612831033196568,0.03302126072361059,0.006012681835136144,0.004412532637075718,0.0064490861618798955,0.0017456173069750093,0.003006340917568072,0.0021820216337187616,0.0011637448713166729
0.0010796781728523229,0.0031378146898520635,0.0014170776018686737,0.09919543213080717,0.03340254347261874,0.010391902413703608,0.02564235660524267,0.09437062029587336,0.03002854918245523,0.35,0.00371139371917986,0.01147158058655593,0.01285491824552297,0.01862444848170257,0.01967038671165326,0.008569945497015313,0.0027666753179340776,0.005668310407474695,0.0028341552037373474,0.0,0.0012146379444588633,0.0,0.00762522709576953,0.039239553594601614,0.004622372177524007,0.036506618219569166,0.060968076823254606,0.011674020243965742,0.0005398390864261614,0.006815468466130289,0.001113418115753958,0.013867116532572023,0.06467947054243446,0.002125616402803011,0.0024967557747209964,0.005128471321048534,0.0005060991435245263,0.002125616402803011,0.003508954061770049,0.0004048793148196211
