"long" "lat" "order" "hole" "piece" "id" "group" "ogc_fid" "state_code" "state_name" "country_co" "STE_CODE"
-263167.60704964 397710.52457018 50386 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-263167.67220087 396232.14012433 50387 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-264179.12610661 395174.36894005 50388 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-262608.77483162 394105.83250716 50389 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-262560.35266184 391893.77949419 50390 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-264032.40836008 390545.5390909 50391 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-263684.55029429 389419.81129478 50392 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-262106.57322908 389556.82323807 50393 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-260825.49487519 390798.25435265 50394 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-260214.54661511 389844.91613897 50395 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-259090.08209372 390707.44656429 50396 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-257887.33741315 389722.59138263 50397 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-259240.61818926 389123.52034273 50398 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-259205.71854296 387368.85329666 50399 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-258247.37579558 387741.59917822 50400 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-254834.98064918 386066.34805869 50401 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-251482.51866563 387542.08262201 50402 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-248797.19424372 386410.0035343 50403 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-248739.33532647 385739.41804917 50404 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-249884.52976145 385363.10110888 50405 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-249350.22480797 383613.39678225 50406 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-251765.26020087 383619.71066369 50407 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-250401.14897182 383368.57246284 50408 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-251323.25590414 382688.5381075 50409 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-250730.87791575 380760.94569525 50410 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-251661.11691851 381010.28516176 50411 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-252817.56236441 379763.08126319 50412 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-251877.44006579 378107.17431452 50413 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-252660.52030767 376917.66225047 50414 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-251491.08241838 376903.13065513 50415 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-251890.21899498 375867.32401748 50416 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-251140.58661603 375500.97506788 50417 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-252380.31418992 371672.86936947 50418 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-250005.42267336 372056.70635914 50419 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-249521.46846948 370805.12107792 50420 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-251330.0118287 370020.70652345 50421 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-251718.84257083 368448.24776323 50422 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-250771.54251343 367914.18131055 50423 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-250073.24817652 369312.55924616 50424 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-248509.13580099 369122.68327401 50425 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-250257.65742824 366654.70965332 50426 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-247881.18690284 365889.74814449 50427 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-250877.84933032 364954.13577325 50428 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-249909.5198488 364791.60146698 50429 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-250018.7991495 363806.89735172 50430 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-248754.29761701 362937.583984 50431 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-247367.56929316 363819.8559838 50432 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-247093.23850321 360888.30663665 50433 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-245423.4166336 361557.18118407 50434 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-245009.06092865 360186.09581522 50435 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-243653.55306106 360144.47868339 50436 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-243013.05547265 359186.84086611 50437 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-242367.10521015 359511.06426022 50438 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-243339.97373651 361930.34985869 50439 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-241570.55408088 361442.28503515 50440 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-241099.84898314 360077.53216346 50441 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-242384.7302065 358835.74673803 50442 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-241185.85265852 358300.50419634 50443 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-242059.34813231 356735.39993093 50444 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-241403.17826059 356045.27486132 50445 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-242228.0571881 355651.11025481 50446 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-241754.93316125 354509.89908255 50447 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-242804.83051595 353724.86933165 50448 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-239923.67015239 353474.01930185 50449 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-240928.53201653 351941.11240187 50450 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-240941.901201 350067.76822121 50451 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-240242.24260438 349343.97658369 50452 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-238596.98517355 349850.32952033 50453 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-238419.77457055 348561.29933179 50454 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-236968.42780241 347498.57611076 50455 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-238327.3322152 346453.53387656 50456 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-236501.84386349 346095.8149545 50457 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-238169.38468002 342116.65616225 50458 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-237054.74866839 341948.77129343 50459 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-237420.65413702 341056.37538016 50460 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-235852.97454535 339926.04115288 50461 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-235015.02255903 340648.5518304 50462 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-232828.78839532 338227.18531206 50463 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-231897.22029689 339188.53075545 50464 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-227299.84914476 337241.23020148 50465 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-225253.92526531 337872.04463788 50466 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-224655.17528709 339769.49139619 50467 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-227041.00991764 340397.98584681 50468 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-227318.59584864 343542.02324539 50469 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-225559.10448393 342886.65864591 50470 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-223389.14469692 344420.40027397 50471 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-222801.2490069 342857.81151571 50472 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-221735.09261091 342517.81577799 50473 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-221043.52360597 343119.94937707 50474 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-221982.22343077 343639.5414613 50475 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-221808.38811823 344387.78660001 50476 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-219900.6525854 344197.16552727 50477 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-221295.1410096 345320.40186608 50478 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-220724.04212379 346739.80357373 50479 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-221896.03319012 348993.29799159 50480 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-221441.79936621 350110.55715974 50481 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-218989.32203271 349626.61826703 50482 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-219221.94183531 351131.35196922 50483 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-221026.39615994 352156.53735257 50484 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-220038.4081636 355292.45479624 50485 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-219309.34488005 355515.42768223 50486 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-221090.02686471 355957.73684345 50487 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-219775.96469998 356521.03705479 50488 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-220178.91528566 358079.98371065 50489 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-218814.32983442 357994.36059804 50490 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-218028.68395662 358918.57986638 50491 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-216204.93712343 357792.73321757 50492 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-214745.53252839 358123.73857053 50493 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-214382.10803041 359209.11074679 50494 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-215903.88630735 359468.7066778 50495 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-215804.51546902 360694.5171203 50496 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-212511.5524807 360367.29124191 50497 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-213832.9670636 361614.82314651 50498 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-212693.72361798 362079.50484914 50499 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-211922.30372969 364155.98587962 50500 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-210171.19605411 362589.86502631 50501 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-212154.48010968 359289.13427614 50502 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-211196.62259461 358483.83170818 50503 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-210085.8271615 359456.72183584 50504 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-210520.00439975 357303.21981445 50505 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-209270.55466807 356892.40215228 50506 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-208877.88991908 358245.31355823 50507 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-208680.35185699 357302.87236703 50508 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-207458.51695895 356856.98156102 50509 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-207203.13123586 355451.85886776 50510 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-206138.1082686 356203.64038972 50511 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-204676.9494102 355335.64523114 50512 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-205836.29190513 353953.66617252 50513 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-204282.13055076 352792.50582452 50514 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-205283.05633889 351119.42424427 50515 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-204222.11219648 351258.7674001 50516 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-203853.78462046 350074.56296694 50517 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-202891.05157046 350403.76040922 50518 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-202839.37283926 349547.49954643 50519 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-201634.88776383 350500.25102648 50520 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-202282.16553794 351128.31643725 50521 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-201551.05959676 352334.53727947 50522 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-199521.71707318 353166.95293288 50523 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-199645.61542716 352206.65342855 50524 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-198699.94327344 352334.414658 50525 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-197175.37467614 350795.27049636 50526 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-196233.31281947 351336.23795841 50527 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-194929.82617603 348008.52993003 50528 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-194068.16890092 349410.70237565 50529 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-194750.92093696 350715.0160879 50530 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-193483.93620773 351661.07104493 50531 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-192975.46839409 350418.08374088 50532 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-190894.33346818 350484.92671122 50533 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-191499.24714802 348252.41242241 50534 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-189477.90065274 349485.31402397 50535 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-189739.63078943 348489.40165683 50536 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-188794.63178511 347314.35852247 50537 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-188745.2348389 349171.75774075 50538 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-187396.12758038 347759.85542935 50539 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-185981.05501803 350061.25748329 50540 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-185441.40925643 348120.87731367 50541 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-183907.80857178 347561.62687692 50542 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-182147.61511455 349867.04054568 50543 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-181331.49948904 349152.51089622 50544 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-182218.10036545 349165.44474916 50545 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-182586.43554676 347566.4834758 50546 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-180722.5665217 348580.60174383 50547 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-181611.75210301 347407.03430575 50548 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-180185.56619861 347712.42809383 50549 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-178877.9411543 346163.91641062 50550 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-177604.71695308 348057.90550751 50551 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-177225.11829334 345820.80688823 50552 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-176503.77224118 345660.05984337 50553 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-175811.76231847 346808.48494171 50554 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-175951.34142302 345934.81055671 50555 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-174129.05242781 346002.19544948 50556 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-174018.90289892 344185.69699013 50557 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-172301.19701696 344656.12249876 50558 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-172740.50048282 343646.14432008 50559 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-171733.43134448 341418.76063499 50560 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-171353.98003575 342640.58451536 50561 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-170270.21367434 342919.10967984 50562 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-169487.1719566 341558.0115345 50563 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-168008.64700956 342616.83555834 50564 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-167200.72531927 342173.48911391 50565 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-169163.96620984 339904.70098643 50566 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-167245.38083919 339539.13481707 50567 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-166871.94138779 337786.89780178 50568 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-165938.51644661 337501.35913665 50569 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-166191.11578937 338577.86411326 50570 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-165268.41635117 337975.50757742 50571 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-163957.3373144 339206.93366374 50572 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-163073.03024262 338012.5393114 50573 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160361.353955 337972.27313976 50574 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160360.08358037 336233.42061746 50575 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-159243.40108772 335187.69584518 50576 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160866.91299818 331895.15113289 50577 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-159608.22957135 331947.12463402 50578 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160485.38655087 331107.8158636 50579 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-159803.62384402 330590.08801245 50580 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-161075.07265073 329227.3720877 50581 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160749.65811148 328033.49492263 50582 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-162595.29160775 327186.31240559 50583 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160796.3495235 324412.22799469 50584 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160552.8700107 322330.63142734 50585 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160832.43821605 321093.8055452 50586 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-162431.94951363 321209.00821976 50587 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-162805.43392172 320063.66918948 50588 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-162203.84251182 317134.47600634 50589 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-162623.1683191 315588.8470808 50590 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-161623.91669918 315295.72444465 50591 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160826.45105825 313628.61197242 50592 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-161371.97049014 312185.68762877 50593 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160969.00690489 310686.51689481 50594 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-162239.34332968 310735.98407571 50595 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-161619.11954829 309728.86044967 50596 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160906.78818992 310038.95920666 50597 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-161437.95574511 308846.33162833 50598 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160830.3444189 309438.16164546 50599 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160769.18709582 308035.25720522 50600 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-159560.52600481 307678.27621245 50601 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160628.37916538 307272.20632242 50602 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160027.40258936 306631.81785981 50603 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160751.4144609 305912.88461544 50604 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160047.37797941 305192.5217424 50605 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-160410.28777432 304221.12028075 50606 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-159730.58471235 303153.56447515 50607 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-158580.86436675 303441.00169336 50608 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-158444.13103445 301904.11105876 50609 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-155775.58661252 298819.54272502 50610 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-156515.78565211 295697.50480073 50611 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-155616.3331899 295774.39314797 50612 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-156037.47221849 294557.85902014 50613 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-155318.32554263 293580.71733268 50614 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-150332.00769055 294027.33466474 50615 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-148273.48890987 290711.50862873 50616 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-144021.97780687 291631.76946671 50617 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-143020.92355227 290726.35584959 50618 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-141285.06695884 291434.12185228 50619 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-141417.75679432 292277.42809093 50620 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-139248.62174598 292229.84926542 50621 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-138301.44371784 290787.05340672 50622 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-139833.27167272 288154.31073933 50623 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-138868.20511018 286730.83522967 50624 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-139065.86356872 285456.55971389 50625 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-137995.45044211 285800.84322759 50626 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-137298.17634701 283963.13358331 50627 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-138437.33551976 281555.41014871 50628 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-139249.8063506 281626.12963844 50629 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-139821.64414645 277755.23168203 50630 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-136489.33778241 276156.36139428 50631 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-136051.84709889 274687.31881686 50632 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-134862.49328724 274319.34236538 50633 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-134433.37680562 272239.46376552 50634 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-133295.07023392 272724.22714475 50635 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-133610.95012613 271731.65567783 50636 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-132419.51572075 270787.16999889 50637 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-131100.75774329 272586.48467456 50638 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-130105.40093409 272519.26595392 50639 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-130142.63393783 274092.58427128 50640 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-128802.09896885 273830.32039138 50641 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-128638.94190432 274459.15161698 50642 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-127830.44576608 272753.67367692 50643 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-127009.7523752 273435.08969783 50644 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-126894.90059476 272157.53378256 50645 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-126144.83856059 272691.71077916 50646 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-126360.65644748 271817.69260294 50647 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-122567.22584036 272392.20351389 50648 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-120927.27187235 270863.60427478 50649 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-121817.22347673 269340.24116195 50650 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-121166.14121835 269301.2242357 50651 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-121437.88632934 268497.60610857 50652 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-118962.40648325 268596.1363027 50653 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-116406.66429893 266957.46163524 50654 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-116847.8101154 265983.99158296 50655 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-112974.91356739 264305.40796613 50656 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-112645.56997562 262296.43075253 50657 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
-111505.35580111 262549.30115782 50658 FALSE "1" "7" "7.1" "8" "2" "Victoria" "au" 2
