X20601,X20602,X20603,X20604,X20605,X20606,X20607,X20701,X20702,X20703,X20801,X20802,X20803,X20804,X20901,X20902,X20903,X20904,X21001,X21002,X21003,X21004,X21005,X21101,X21102,X21103,X21104,X21105,X21201,X21202,X21203,X21204,X21205,X21301,X21302,X21303,X21304,X21305
0.9,0.0016430328606572096,0.0027820556411128194,0.048410968219364386,0.004482089641792839,0.0014430288605772098,0.009463189263785277,0.0025680513610272194,4.910098201964039e-4,0.0010910218204364097,2.0400408008160197e-4,5.260105202104039e-4,3.720074401488029e-4,4.180083601672029e-4,0.0019630392607852196,0.0029600592011840192,2.0000400008000197e-4,0.0018030360607212096,0.0021930438608772193,3.4000680013599995e-5,0.0027500550011000193,1.4000280005600096e-4,0.0050551011020220395,3.6000720014400296e-4,2.8000560011199996e-5,2.1000420008400198e-4,2.8900578011560195e-4,7.900158003159999e-5,1.8000360007199995e-5,8.700174003479999e-5,0,5.820116402328049e-4,0.0014130282605652098,0.0018690373807476095,8.530170603412068e-4,0.0022940458809176194,2.550051001020019e-4,6.700134002680048e-4
0.0032869999999999996,0.9,0.0010299999999999999,0.04192599999999999,0.0036969999999999993,0.0015989999999999997,0.013537999999999996,0.0044989999999999995,8.499999999999998e-4,0.0018679999999999994,2.6799999999999995e-4,5.589999999999999e-4,3.989999999999999e-4,4.969999999999998e-4,0.004261999999999999,0.006330999999999999,3.229999999999999e-4,0.002727999999999999,7.559999999999998e-4,0,9.619999999999997e-4,5.399999999999999e-5,0.0026319999999999994,5.149999999999999e-4,8.699999999999999e-5,5.659999999999999e-4,4.749999999999999e-4,2.1499999999999994e-4,0,7.199999999999999e-5,0,6.969999999999998e-4,0.0018939999999999994,0.0010809999999999997,4.989999999999999e-4,0.0012429999999999997,1.4999999999999996e-4,4.409999999999999e-4
0.002998999999999999,6.719999999999999e-4,0.9,0.04550099999999999,0.004213999999999999,0.0012489999999999997,0.005607999999999998,0.0021069999999999995,3.0499999999999993e-4,7.129999999999999e-4,2.0299999999999997e-4,5.499999999999998e-4,3.789999999999999e-4,3.289999999999999e-4,9.759999999999998e-4,0.0012619999999999997,4.999999999999999e-5,0.0012349999999999998,0.006112999999999999,8.799999999999998e-5,0.0017509999999999997,3.919999999999999e-4,0.007409999999999998,2.2799999999999993e-4,1.7999999999999997e-5,1.6699999999999997e-4,2.0599999999999997e-4,5.5999999999999986e-5,0,9.799999999999997e-5,0,5.259999999999999e-4,0.0012079999999999999,0.003851999999999999,0.0016659999999999997,0.005494999999999999,6.299999999999999e-4,0.0017439999999999997
0.0028009719902800994,8.469915300846987e-4,0.0030229697703022993,0.9,0.017100828991710094,0.006394936050639488,0.019654803451965495,0.006928930710692889,6.379936200637988e-4,0.0025939740602593992,0.0010939890601093997,0.0020729792702072996,0.0016019839801601997,0.0014819851801481996,0.0017139828601713998,0.0016899831001689996,1.0299897001029997e-4,0.0011929880701192998,0.0017089829101708995,9.099909000909898e-5,6.739932600673988e-4,1.5399846001539996e-4,0.004292957070429299,0.0011199888001119998,3.6999630003699995e-5,6.489935100648988e-4,0.0010119898801011998,0.00028499715002849993,3.5999640003599995e-05,2.9699703002969993e-4,1.8999810001899998e-5,0.0020149798502014996,0.004716952830471689,0.0027879721202787996,0.0024239757602423995,0.0044029559704402985,2.4299757002429993e-4,0.0021009789902100996
5.859999999999998e-4,2.999999999999999e-4,5.179999999999999e-4,0.05327399999999999,0.9,0.005992999999999998,0.007663999999999998,0.0037689999999999993,2.3299999999999994e-4,0.0012739999999999997,0.0024429999999999994,0.003817999999999999,0.002449,0.0016679999999999996,5.829999999999999e-4,5.609999999999999e-4,6.4e-5,4.0599999999999995e-4,5.059999999999999e-4,0,2.0399999999999997e-4,6.899999999999998e-5,0.0016639999999999995,6.819999999999998e-4,6.999999999999998e-6,2.6499999999999994e-4,3.969999999999999e-4,9.899999999999998e-5,5.199999999999998e-5,3.0199999999999997e-4,5.899999999999999e-5,0.0019449999999999995,0.0040009999999999985,8.139999999999998e-4,0.0010129999999999998,0.0013429999999999996,9.099999999999998e-5,8.839999999999999e-4
3.959999999999999e-4,2.8799999999999995e-4,3.9099999999999996e-4,0.04960199999999999,0.010921999999999998,0.9,0.009962999999999998,0.005223999999999999,3.639999999999999e-4,0.0013549999999999997,0.0012259999999999997,0.0025039999999999993,0.0015039999999999997,0.0027249999999999996,4.519999999999999e-4,5.009999999999998e-4,0,3.399999999999999e-4,3.3699999999999995e-4,1.1999999999999997e-5,1.4399999999999998e-4,0,0.00105,6.609999999999999e-4,0,2.749999999999999e-4,4.1899999999999994e-4,6.499999999999998e-5,6.199999999999999e-5,3.389999999999999e-4,3.7999999999999995e-5,0.0020369999999999993,0.004525999999999999,4.4599999999999994e-4,4.999999999999999e-4,7.449999999999998e-4,5.099999999999999e-5,5.359999999999999e-4
0.0016399999999999997,0.0014059999999999997,7.349999999999998e-4,0.057248999999999994,0.006273999999999999,0.0034359999999999994,0.9,0.005945999999999998,5.709999999999999e-4,0.0019749999999999998,3.9299999999999996e-4,0.0012489999999999997,7.829999999999998e-4,9.869999999999998e-4,0.0020979999999999996,0.0017459999999999995,1.5499999999999997e-4,9.939999999999997e-4,5.369999999999998e-4,3.499999999999999e-5,3.379999999999999e-4,2.6999999999999996e-5,0.0014209999999999997,8.429999999999998e-4,4.599999999999999e-5,6.419999999999999e-4,5.049999999999999e-4,2.2199999999999998e-4,3.699999999999999e-5,1.5199999999999998e-4,1.6e-5,0.0012609999999999998,0.0028469999999999993,7.539999999999998e-4,6.119999999999998e-4,0.0015099999999999996,5.099999999999999e-5,5.069999999999999e-4
8.089838203235939e-4,7.789844203115938e-4,4.529909401811959e-4,0.04147017059658809,0.004923901521969559,0.003698926021479569,0.010598788024239497,0.9,0.00198796024079518,0.005655886882262349,6.379872402551949e-4,0.0017459650806983895,0.0012829743405131896,0.0027889442211155796,0.0023039539209215795,0.0013499730005399897,2.0999580008399793e-4,8.259834803303927e-4,4.349913001739959e-4,1.7999640007198996e-5,2.5899482010359795e-4,1.5999680006398996e-5,0.0011689766204675898,0.0017039659206815896,8.399832003359898e-5,0.0012169756604867897,0.0015039699206015897,4.389912201755959e-4,4.899902001959899e-5,4.6999060018799587e-4,1.3499730005399896e-4,0.0024419511609767796,0.006363872722545548,5.549889002219959e-4,4.959900801983959e-4,7.339853202935939e-4,3.999920001599899e-5,3.479930401391969e-4
0.0014759704805903896,0.0011739765204695897,4.449911001779969e-4,0.027959440811183792,0.0029989400211995793,0.0015609687806243896,0.007037859242815139,0.009396812063758728,0.9,0.009124817503649928,2.3499530009399793e-4,7.129857402851939e-4,0.0010359792804143899,8.849823003539928e-4,0.005131897362052758,0.002951940961180779,9.879802403951919e-4,0.002246955060898779,5.949881002379948e-4,9.999800003999917e-6,7.119857602847938e-4,1.9999600007998994e-5,0.0023539529209415794,0.0026869462610747794,7.889842203155937e-4,0.0026749465010699794,0.003594928101437969,8.239835203295938e-4,6.099878002439898e-5,3.049939001219979e-4,8.399832003359898e-5,0.0027829443411131797,0.004963900721985558,6.889862202755949e-4,4.3499130017399685e-4,7.939841203175937e-4,2.4999500009998994e-5,2.3799524009519791e-4
5.879941200587989e-4,5.399946000539989e-4,2.2799772002279995e-4,0.028236717632823694,0.0035639643603563994,0.0018189818101818998,0.005745942540574588,0.013627863721362798,0.0037289627103728996,0.9,5.239947600523989e-4,0.0014969850301496997,0.0015539844601553997,0.0022299777002229995,0.0019149808501914996,9.869901300986986e-4,2.8899711002889993e-4,5.539944600553989e-4,2.4199758002419993e-4,0,1.9099809001909995e-4,0,8.609913900860988e-4,0.0043259567404325995,2.8999710002899996e-4,0.003349966500334999,0.005679943200567988,0.0010889891101088997,6.899931000689898e-5,6.009939900600989e-4,1.4499855001449998e-4,0.004150958490415099,0.010013899861001398,3.1199688003119997e-4,3.759962400375999e-4,4.2299577004229996e-4,2.8999710002899994e-5,2.2299777002229994e-4
