X20601,X20602,X20603,X20604,X20605,X20606,X20607,X20701,X20702,X20703,X20801,X20802,X20803,X20804,X20901,X20902,X20903,X20904,X21001,X21002,X21003,X21004,X21005,X21101,X21102,X21103,X21104,X21105,X21201,X21202,X21203,X21204,X21205,X21301,X21302,X21303,X21304,X21305
0.7,0.00492909858197163,0.008346166923338462,0.14523290465809321,0.013446268925378521,0.004329086581731631,0.028389567791355843,0.007704154083081661,0.0014730294605892122,0.0032730654613092303,6.120122402448061e-4,0.0015780315606312124,0.0011160223204464091,0.0012540250805016093,0.00588911778235566,0.008880177603552062,6.000120002400061e-4,0.005409108182163631,0.006579131582631661,1.0200204004080001e-4,0.008250165003300062,4.2000840016800304e-4,0.015165303306066122,0.0010800216004320093,8.400168003360003e-5,6.300126002520062e-4,8.670173403468062e-4,2.3700474009480003e-4,5.40010800216e-5,2.6100522010440006e-4,0,0.0017460349206984153,0.004239084781695631,0.00560711214224283,0.0025590511810236216,0.0068821376427528605,7.65015300306006e-4,0.002010040200804015
0.009861000000000002,0.7,0.0030900000000000003,0.12577800000000003,0.011091000000000002,0.004797000000000001,0.040614000000000004,0.013497000000000002,0.0025500000000000006,0.0056040000000000005,8.040000000000001e-4,0.0016770000000000003,0.0011970000000000001,0.0014910000000000001,0.012786,0.018993000000000003,9.690000000000001e-4,0.008184,0.0022680000000000005,0,0.0028860000000000005,1.6200000000000003e-4,0.007896,0.0015450000000000001,2.6100000000000006e-4,0.0016980000000000003,0.0014250000000000003,6.450000000000001e-4,0,2.1600000000000005e-4,0,0.0020910000000000004,0.005682,0.0032430000000000007,0.001497,0.0037290000000000005,4.500000000000001e-4,0.0013230000000000002
0.008997000000000002,0.0020160000000000004,0.7,0.13650300000000004,0.012642,0.0037470000000000003,0.016824000000000002,0.006321,9.150000000000002e-4,0.0021390000000000003,6.090000000000002e-4,0.0016500000000000002,0.0011370000000000002,9.87e-4,0.0029280000000000005,0.0037860000000000003,1.5000000000000001e-4,0.0037050000000000004,0.018339,2.640000000000001e-4,0.005253000000000001,0.0011760000000000002,0.022230000000000003,6.84e-4,5.400000000000001e-5,5.01e-4,6.180000000000002e-4,1.6800000000000002e-4,0,2.9400000000000004e-4,0,0.0015780000000000002,0.0036240000000000005,0.011556000000000002,0.004998000000000001,0.016485000000000003,0.0018900000000000002,0.0052320000000000005
0.008402915970840301,0.002540974590254097,0.009068909310906901,0.7,0.051302486975130304,0.019184808151918472,0.05896441035589651,0.020786792132078673,0.0019139808601913973,0.007781922180778201,0.0032819671803282005,0.006218937810621901,0.004805951940480601,0.004445955540444601,0.005141948580514201,0.005069949300507,3.089969100309e-4,0.0035789642103579004,0.005126948730512701,2.7299727002729705e-4,0.0020219797802021973,4.6199538004620006e-4,0.012878871211287902,0.0033599664003360003,1.1099889001110001e-4,0.0019469805301946972,0.0030359696403036004,8.549914500855e-4,1.0799892001080001e-4,8.909910900891002e-4,5.699943000570001e-5,0.0060449395506045,0.014150858491415072,0.008363916360836401,0.007271927280727201,0.013208867911320902,7.289927100729e-4,0.0063029369706303
0.0017580000000000002,9.000000000000002e-4,0.001554,0.15982200000000002,0.7,0.017979000000000002,0.022992000000000002,0.011307000000000003,6.990000000000001e-4,0.0038220000000000003,0.007329000000000001,0.011454,0.007347000000000001,0.005004000000000001,0.0017490000000000003,0.0016830000000000005,1.9200000000000003e-4,0.0012180000000000003,0.0015180000000000003,0,6.120000000000001e-4,2.0700000000000002e-4,0.004992,0.002046,2.1000000000000002e-5,7.950000000000001e-4,0.001191,2.9700000000000006e-4,1.56e-4,9.060000000000001e-4,1.7700000000000005e-4,0.005835000000000001,0.012003000000000002,0.002442,0.0030390000000000005,0.0040290000000000005,2.73e-4,0.0026520000000000007
0.0011880000000000003,8.640000000000002e-4,0.0011730000000000002,0.14880600000000002,0.032766000000000003,0.7,0.029889000000000002,0.015672000000000002,0.001092,0.004065,0.0036780000000000007,0.007512000000000001,0.004512,0.008175000000000002,0.0013560000000000002,0.0015030000000000002,0,0.00102,0.0010110000000000002,3.600000000000001e-5,4.320000000000001e-4,0,0.0031500000000000005,0.0019830000000000004,0,8.250000000000001e-4,0.0012570000000000003,1.9500000000000002e-4,1.8600000000000002e-4,0.0010170000000000001,1.1400000000000002e-4,0.006111000000000001,0.013578000000000003,0.0013380000000000004,0.0015000000000000002,0.0022350000000000004,1.5300000000000003e-4,0.0016080000000000003
0.004920000000000001,0.004218,0.0022050000000000004,0.17174700000000004,0.018822000000000005,0.010308000000000001,0.7,0.017838000000000003,0.0017130000000000001,0.005925000000000001,0.0011790000000000004,0.0037470000000000003,0.0023490000000000004,0.0029610000000000005,0.006294,0.0052380000000000005,4.65e-4,0.0029820000000000003,0.0016110000000000002,1.0500000000000002e-4,0.0010140000000000001,8.100000000000002e-5,0.004263000000000001,0.0025290000000000004,1.3800000000000002e-4,0.0019260000000000004,0.001515,6.660000000000001e-4,1.1100000000000001e-4,4.560000000000001e-4,4.800000000000001e-5,0.0037830000000000003,0.008541000000000002,0.002262,0.0018360000000000002,0.004530000000000001,1.5300000000000003e-4,0.0015210000000000002
0.0024269514609707825,0.002336953260934782,0.0013589728205435881,0.12441051178976432,0.014771704565908681,0.011096778064438711,0.031796364072718505,0.7,0.005963880722385541,0.016967660646787053,0.0019139617207655853,0.0052378952420951705,0.0038489230215395707,0.008366832663346742,0.00691186176276474,0.0040499190016199706,6.29987400251994e-4,0.002477950440991179,0.0013049739005219882,5.3998920021597006e-5,7.76984460310794e-4,4.799904001919701e-5,0.0035069298614027705,0.005111897762044771,2.51994960100797e-4,0.00365092698146037,0.004511909761804771,0.0013169736605267881,1.4699706005879702e-4,0.0014099718005639882,4.04991900161997e-4,0.007325853482930341,0.019091618167636652,0.0016649667006659883,0.0014879702405951882,0.0022019559608807823,1.1999760004799703e-4,0.0010439791204175913
0.0044279114417711705,0.0035219295614087706,0.0013349733005339913,0.08387832243355141,0.008996820063598742,0.004682906341873171,0.021113577728445427,0.028190436191276196,0.7,0.027374452510949797,7.049859002819941e-4,0.0021389572208555824,0.0031079378412431705,0.0026549469010619794,0.015395692086158283,0.008855822883542341,0.0029639407211855765,0.006740865182696341,0.0017849643007139854,2.9999400011999766e-5,0.0021359572808543822,5.999880002399701e-5,0.007061858762824742,0.00806083878322434,0.002366952660946782,0.008024839503209941,0.010784784304313911,0.0024719505609887824,1.8299634007319703e-4,9.149817003659942e-4,2.51994960100797e-4,0.008348833023339542,0.014891702165956682,0.0020669586608267855,0.001304973900521991,0.002381952360952782,7.499850002999701e-5,7.139857202855941e-4
0.0017639823601763973,0.0016199838001619972,6.839931600684001e-4,0.08471015289847111,0.010691893081069203,0.005456945430545701,0.01723782762172377,0.040883591164088406,0.011186888131118703,0.7,0.0015719842801571971,0.004490955090449101,0.004661953380466201,0.006689933100669001,0.005744942550574501,0.0029609703902960974,8.669913300867002e-4,0.0016619833801661973,7.259927400726001e-4,0,5.729942700573e-4,0,0.0025829741702582975,0.012977870221297802,8.699913000870001e-4,0.010049899501005,0.01703982960170397,0.003266967330326701,2.06997930020697e-4,0.0018029819701802974,4.3499565004350007e-4,0.012452875471245302,0.030041699583004206,9.359906400936001e-4,0.0011279887201128002,0.0012689873101269004,8.699913000870001e-5,6.689933100669001e-4
