X20601,X20602,X20603,X20604,X20605,X20606,X20607,X20701,X20702,X20703,X20801,X20802,X20803,X20804,X20901,X20902,X20903,X20904,X21001,X21002,X21003,X21004,X21005,X21101,X21102,X21103,X21104,X21105,X21201,X21202,X21203,X21204,X21205,X21301,X21302,X21303,X21304,X21305,X21401,X21402
0.25,0.011202712585599375,0.01726946346652485,0.2975699754005715,0.03563592846220327,0.00990625623296325,0.0612160095738315,0.016704341466657825,0.0033907319992021803,0.006216341998537328,0.0015623961172794376,0.00360680805797487,0.0023768366464995676,0.002692640117013495,0.011601622232564324,0.019629678877734223,0.0015623961172794376,0.011285818762050374,0.0147762781729938,5.485007645768175e-4,0.01519180905524895,9.806528821221976e-4,0.027973538993418,0.0028920949404959775,1.662123529020675e-4,0.00206103317598564,0.0018283358819227427,9.307891762515826e-4,2.160760587726825e-4,5.651219998670249e-4,3.656671763845425e-4,0.0030749285286882522,0.00844358752742505,0.011668107173725125,0.004637324645967691,0.014477095937770126,0.0031081709992686673,0.005252310351705337,4.4877335283558e-4,4.8201582341599503e-4
0.0224400309517668,0.25,0.0053336526769593605,0.2551862633111017,0.031753196506872,0.011827996610044576,0.092053870813221,0.028547477799476778,0.006715427981871105,0.011247650981981626,0.0017686723902870375,0.0037860643354581973,0.0023766535244482126,0.003371531743984672,0.02937654298242383,0.03681049412284905,0.00281882162201997,0.01906849920778215,0.005444194701352297,1.934485426876425e-4,0.00549946571354877,3.592615792770525e-4,0.015724602969895727,0.004145325914735249,5.80345628062935e-4,0.00397951287814584,0.0031228121891005577,0.0012988687866170474,3.0399056708058e-4,7.46158664652345e-4,4.421680975717575e-4,0.0045598585062087745,0.011579277055160476,0.005692914256236413,0.0027082795976270326,0.0075444931648181255,0.0016581303658941,0.003399167250082905,6.908876524558725e-4,6.356166402594001e-4
0.018479745106964023,0.004733727810650888,0.25,0.27152935821574875,0.037482931269913505,0.00803368229403735,0.03513882567137003,0.0114019116977697,0.0018206645425580326,0.004324078288575331,0.00207100591715976,0.00284478834774693,0.0016613563950842025,0.0022758306781975428,0.0058261265361857105,0.0091488393263541,5.00682749203455e-4,0.0095357305416477,0.042626308602639974,8.648156577150675e-4,0.010127446517979075,0.0022758306781975428,0.040122894856622696,0.0020254893035958153,2.04824761037775e-4,0.0016158397815202576,0.0011379153390987675,4.5516613563950246e-4,1.820664542558025e-4,5.461993627674075e-4,1.820664542558025e-4,0.0033227127901684127,0.006781975421028675,0.023941738734638177,0.009330905780609924,0.03361401911697773,0.005757851615839785,0.012016385980883025,4.5516613563950246e-4,3.64132908511605e-4
0.007882919134689675,0.0035008369817151677,0.006844739891836207,0.25,0.051739956219417974,0.016960951583826975,0.048625418490857546,0.017757693793458675,0.0024022984805562673,0.0073276139582796815,0.003766417718259075,0.0054806206541334005,0.003983711048158642,0.0037543458665979905,0.004442441411279941,0.0044786569662631955,4.4665851146020503e-4,0.0034042621684264723,0.004188932526397118,2.4143703322173e-4,0.0015934844192634523,3.0179629152717003e-4,0.010345576873551376,0.003054178470254955,1.931496265773825e-4,0.002124645892351275,0.0020884303373680125,7.3638295132629e-4,2.4143703322173e-4,0.0012916881277362901,3.5008369817151003e-4,0.005118465104300798,0.012265001287664175,0.007363829513262945,0.00515468065928406,0.0115044746330157,0.0015451970126191122,0.006446368787020342,0.00112268220448107,8.450296162760775e-4
0.003567602897656095,0.0017565678389222775,0.00265527696581274,0.27676156066740526,0.25,0.03274841591169045,0.04312442128578953,0.019172461373663248,0.0014025309101472448,0.006440748742715011,0.016530801212803425,0.023026017175329976,0.015373372791808126,0.0089870912689047,0.003077397919352205,0.003009313894587773,2.72336099057715e-4,0.0024646416964723425,0.0037718549719493854,6.808402476442927e-5,9.66793151654895e-4,2.5871929410483004e-4,0.007924980482579549,0.00424844314530039,1.361680495288575e-4,0.0017293342290165,0.0019199694983569051,7.35307467455835e-4,4.2212095353945747e-4,0.0017974182537809323,9.2594273679624e-4,0.011492583380235675,0.02241326095245015,0.0058552261297409175,0.005787142104976485,0.006794785671490042,0.0016748670092049602,0.006154795838704402,0.002641660160859855,0.0011165780061366374
0.0033600208104514724,0.001257298109717325,0.0016041389675703825,0.2805292213422742,0.06841435921151513,0.25,0.06087057055321117,0.03197439158332853,0.0021027227007341474,0.007673853979998825,0.009299670501185025,0.016735071391409926,0.010600323718134,0.017342042892652725,0.003338343256835655,0.0027530493092086275,1.73420428926525e-4,0.0018209145037285423,0.002254465576044855,6.503266084744785e-5,6.936817157061075e-4,1.950979825423425e-4,0.005072547546100927,0.005289323082259087,6.503266084744785e-5,0.002037690039886695,0.0019509798254234326,8.020694837851876e-4,6.503266084744725e-4,0.002688016648361175,8.887796982484501e-4,0.010773744147060525,0.027465460431238802,0.00349008613214637,0.0029264697381351525,0.004292155615931557,4.5522862593213e-4,0.0037718943291519752,0.002037690039886695,0.00130065321694896
0.010208739045764324,0.008900316455696174,0.003194985394352482,0.30544060370009773,0.040393743914313524,0.02183240019474195,0.25,0.035342624148003904,0.004016553067185975,0.01014788218111005,0.00295155793573515,0.006298685491723462,0.004229552093476148,0.0053706183057448875,0.0117301606621227,0.0095849561830574255,0.00112585199610516,0.006131329113924052,0.003407984420642647,1.825705939629975e-4,0.001627921129503405,2.2821324245374502e-4,0.007333252190847128,0.004868549172346642,3.194985394352475e-4,0.003986124634858815,0.0028146299902629002,0.0016431353456669926,3.65141187925995e-4,0.00167356377799416,4.716407010710775e-4,0.007485394352482957,0.01624878286270695,0.004092624148003898,0.0033014849074975653,0.0072115384615384645,8.672103213242475e-4,0.0032101996105160626,0.00141492210321324,7.60710808179165e-4
0.004344746461592947,0.004449096267439065,0.00217237323079647,0.2149511136970185,0.03016658023551435,0.020073108106398826,0.05547615132619117,0.25,0.012597867469422375,0.032234603660464725,0.0042309103097608195,0.008689492923185924,0.007181163911410177,0.016439837593756723,0.012521976701534248,0.007209622949368208,0.0012047659402233749,0.005160572216389875,0.0023810728424887126,1.80240573734205e-4,0.0013565474759995426,7.589076788808e-5,0.006279961042739153,0.010359089816723776,8.253121007829376e-4,0.00745626794500449,0.0074657542909905,0.00246644995636281,6.355851810627225e-4,0.0027700130279151524,0.00104349805846119,0.013612906489925474,0.03411290016569483,0.0029312809096773374,0.0023526138045306825,0.0038229974323623524,6.450715270487324e-4,0.00250439534030685,0.0017170286234679526,0.0010529844044472
0.008099266927664925,0.007192779631624582,0.00212827452113823,0.1562902335846975,0.0228395386111038,0.008808691768044375,0.03495887963425207,0.05318715678288975,0.25,0.05090123229722272,0.0016553246275519576,0.004276255287842558,0.0061680548621876555,0.00585275493313014,0.027943456212722324,0.015390577787120026,0.006286292335584225,0.01343965947607665,0.004630967708032268,1.773562100948475e-4,0.003685067920859715,1.773562100948475e-4,0.0124149347066397,0.0171641398880685,0.005261567566147297,0.017952389710712325,0.020139782968548826,0.0052418613205812,5.714811214167449e-4,0.0026997556425549826,6.700123492472175e-4,0.015252634068157349,0.030367324417352026,0.0038427178853884724,0.0026209306602906,0.00409889907774771,0.0011232559972674,0.00212827452113823,0.0015764996452875824,8.867810504742601e-4
0.003137223867773077,0.0026624007958939125,0.0011192258122866149,0.158014335134646,0.022995003052434,0.011056594388043526,0.03189793565016848,0.07887150383250074,0.022384516245732223,0.25,0.00320505573518439,0.008563773260677875,0.00971691500667015,0.012074072399213175,0.0109378886200737,0.005477423293463272,0.0016788387184299152,0.0040529540778257624,0.0015601329504601276,5.0873900558482345e-5,0.0010174780111696499,0,0.004748230718791688,0.023808985461369746,0.0025436950279241173,0.019620367648721403,0.03266104415854568,0.006155741967576367,8.139824089357199e-4,0.0041207859452370744,0.0012040156465507501,0.021909693173853075,0.05426549392904789,0.0019671241549279878,0.001712754652135575,0.0026454428290410823,4.5786510502633497e-4,0.0018314604201053626,0.00242498925995433,7.9702444208289e-4
