X20601,X20602,X20603,X20604,X20605,X20606,X20607,X20701,X20702,X20703,X20801,X20802,X20803,X20804,X20901,X20902,X20903,X20904,X21001,X21002,X21003,X21004,X21005,X21101,X21102,X21103,X21104,X21105,X21201,X21202,X21203,X21204,X21205,X21301,X21302,X21303,X21304,X21305,X21401,X21402
0.1,0.01344325510271925,0.02072335615982982,0.3570839704806858,0.04276311415464393,0.0118875074795559,0.0734592114885978,0.02004520975998939,0.004068878399042616,0.007459610398244793,0.0018748753407353252,0.004328169669569845,0.0028522039757994814,0.003231168140416194,0.01392194667907719,0.02355561465328107,0.0018748753407353252,0.01354298251446045,0.01773153380759256,6.58200917492181e-4,0.01823017086629874,0.0011767834585466371,0.033568246792101596,0.003470513928595173,1.99454823482481e-4,0.002473239811182768,0.002194003058307291,0.0011169470115018991,2.59291270527219e-4,6.7814639984043e-4,4.38800611661451e-4,0.003689914234425903,0.010132305032910061,0.014001728608470149,0.005564789575161228,0.017372515125324152,0.003729805199122401,0.006302772422046405,5.38528023402696e-4,5.78418988099194e-4
0.02692803714212016,0.1,0.006400383212351232,0.3062235159733221,0.0381038358082464,0.014193595932053492,0.11046464497586521,0.03425697335937213,0.008058513578245326,0.01349718117837795,0.0021224068683444453,0.004543277202549837,0.002851984229337855,0.004045838092781607,0.035251851578908595,0.044172592947418855,0.003382585946423964,0.02288219904933858,0.006533033641622757,2.3213825122517102e-4,0.006599358856258524,4.31113895132463e-4,0.018869523563874873,0.0049743910976823,6.96414753675522e-4,0.004775415453775008,0.0037473746269206694,0.001558642543940457,3.64788680496696e-4,8.95390397582814e-4,5.30601717086109e-4,0.00547183020745053,0.01389513246619257,0.006831497107483695,0.003249935517152439,0.00905339179778175,0.00198975643907292,0.004079000700099486,8.29065182947047e-4,7.6273996831128e-4
0.022175694128356828,0.005680473372781065,0.1,0.3258352298588985,0.0449795175238962,0.009640418752844819,0.04216659080564403,0.01368229403732364,0.002184797451069639,0.005188893946290397,0.002485207100591712,0.003413746017296316,0.001993627674101043,0.002730996813837051,0.006991351843422852,0.01097860719162492,6.00819299044146e-4,0.01144287664997724,0.051151570323167965,0.001037778789258081,0.012152935821574892,0.002730996813837051,0.04814747382794724,0.0024305871643149784,2.4578971324533004e-4,0.0019390077378243092,0.0013654984069185212,5.46199362767403e-4,2.1847974510696302e-4,6.55439235320889e-4,2.1847974510696302e-4,0.003987255348202095,0.00813837050523441,0.028730086481565813,0.011197086936731911,0.040336822940373274,0.006909421939007742,0.01441966317705963,5.46199362767403e-4,4.3695949021392604e-4
0.00945950296162761,0.0042010043780582014,0.008213687870203448,0.1,0.062087947463301575,0.02035314190059237,0.058350502189029055,0.02130923255215041,0.002882758176667521,0.008793136749935619,0.00451970126191089,0.00657674478496008,0.004780453257790371,0.004505215039917588,0.005330929693535928,0.0053743883595158345,5.35990213752246e-4,0.0040851146021117675,0.005026719031676541,2.89724439866076e-4,0.0019121813031161429,3.62155549832604e-4,0.01241469224826165,0.003665014164305946,2.3177955189285901e-4,0.0025495750708215297,0.002506116404841615,8.83659541591548e-4,2.89724439866076e-4,0.0015500257532835482,4.20100437805812e-4,0.006142158125160957,0.014718001545197009,0.008836595415915534,0.006185616791140872,0.01380536955961884,0.0018542364151429348,0.007735642544424411,0.001347218645377284,0.001014035539531293
0.004281123477187314,0.002107881406706733,0.003186332358975288,0.3321138728008863,0.1,0.03929809909402854,0.05174930554294743,0.0230069536483959,0.0016830370921766939,0.007728898491258013,0.01983696145536411,0.027631220610395968,0.018448047350169753,0.01078450952268564,0.003692877503222646,0.0036111766735053273,3.26803318869258e-4,0.002957570035766811,0.004526225966339262,8.170082971731512e-5,0.001160151781985874,3.10463152925796e-4,0.009509976579095459,0.005098131774360468,1.63401659434629e-4,0.0020752010748198,0.002303963398028286,8.82368960947002e-4,5.06545144247349e-4,0.002156901904537119,0.001111131284155488,0.01379110005628281,0.02689591314294018,0.007026271355689101,0.006944570525971782,0.008153742805788051,0.002009840411045952,0.007385755006445283,0.003169992193031826,0.0013398936073639649
0.004032024972541767,0.00150875773166079,0.001924966761084459,0.3366350656107291,0.08209723105381815,0.1,0.07304468466385342,0.03836926989999423,0.002523267240880977,0.00920862477599859,0.01115960460142203,0.02008208566969191,0.0127203884617608,0.020810451471183274,0.004006011908202786,0.0033036591710503527,0.00020810451471183001,0.002185097404474251,0.002705358691253826,7.803919301693742e-5,8.32418058847329e-4,2.3411757905081098e-4,0.006087057055321113,0.006347187698710905,7.803919301693742e-5,0.002445228047864034,0.002341175790508119,9.62483380542225e-4,7.803919301693671e-4,0.0032256199780334102,0.00106653563789814,0.01292849297647263,0.03295855251748656,0.004188103358575644,0.003511763685762183,0.005150586739117869,5.46274351118556e-4,0.0045262731949823705,0.002445228047864034,0.001560783860338752
0.01225048685491719,0.01068037974683541,0.0038339824732229787,0.3665287244401173,0.04847249269717623,0.026198880233690342,0.1,0.04241114897760468,0.00481986368062317,0.012177458617332059,0.0035418695228821803,0.007558422590068155,0.0050754625121713776,0.006444741966893865,0.01407619279454724,0.011501947419668911,0.001351022395326192,0.0073575949367088635,0.004089581304771177,2.19084712755597e-4,0.0019535053554040863,2.7385589094449406e-4,0.008799902629016554,0.005842259006815971,3.83398247322297e-4,0.004783349561830578,0.00337755598831548,0.0019717624148003913,4.38169425511194e-4,0.002008276533592992,5.65968841285293e-4,0.00898247322297955,0.01949853943524834,0.0049111489776046775,0.003961781888997078,0.008653846153846158,0.001040652385589097,0.0038522395326192754,0.001697906523855888,9.128529698149981e-4
0.0052136957539115365,0.0053389155209268785,0.0026068478769557643,0.2579413364364222,0.03619989628261722,0.02408772972767859,0.06657138159142942,0.1,0.015117440963306849,0.03868152439255767,0.005077092371712983,0.01042739150782311,0.008617396693692212,0.01972780511250807,0.0150263720418411,0.00865154753924185,0.00144571912826805,0.00619268665966785,0.002857287410986455,2.1628868848104602e-4,0.0016278569711994512,9.1068921465696e-5,0.007535953251286984,0.01243090778006853,9.90374520939525e-4,0.008947521534005388,0.0089589051491886,0.0029597399476353724,7.62702217275267e-4,0.003324015633498183,0.001252197670153428,0.01633548778791057,0.04093548019883379,0.0035175370916128053,0.0028231365654368193,0.004587596918834823,7.74085832458479e-4,0.00300527440836822,0.0020604343481615433,0.0012635812853366401
0.00971912031319791,0.008631335557949498,0.002553929425365876,0.187548280301637,0.02740744633332456,0.01057043012165325,0.04195065556110249,0.0638245881394677,0.1,0.06108147875666727,0.0019863895530623493,0.00513150634541107,0.007401665834625187,0.007023305919756168,0.033532147455266795,0.018468693344544033,0.00754355080270107,0.01612759137129198,0.005557161249638721,2.1282745211381702e-4,0.004422081505031658,2.1282745211381702e-4,0.014897921647967641,0.0205969678656822,0.006313881079376757,0.02154286765285479,0.02416773956225859,0.00629023358469744,6.85777345700094e-4,0.003239706771065979,8.040148190966611e-4,0.018303160881788818,0.03644078930082243,0.004611261462466167,0.00314511679234872,0.004918678893297252,0.00134790719672088,0.002553929425365876,0.001891799574345099,0.001064137260569112
0.003764668641327693,0.0031948809550726947,0.001343070974743938,0.1896172021615752,0.0275940036629208,0.01326791326565223,0.03827752278020217,0.0946458045990009,0.02686141949487867,0.1,0.0038460668822212682,0.01027652791281345,0.01166029800800418,0.01448888687905581,0.01312546634408844,0.006572907952155927,0.0020146064621158984,0.004863544893390915,0.0018721595405521531,6.104868067017882e-5,0.00122097361340358,0,0.0056978768625500255,0.028570782553643696,0.003052434033508941,0.023544441178465682,0.039193252990254814,0.007386890361091641,9.76778890722864e-4,0.00494494313428449,0.0014448187758609,0.02629163180862369,0.06511859271485748,0.0023605489859135852,0.0020553055825626903,0.003174531394849299,5.49438126031602e-4,0.0021977525041264353,0.0029099871119451963,9.56429330499468e-4
